first,last,birth,death,gender,id,mother,father
Carter Bassett,Bassett,-1,-1,M,@I1411@,@I1406@,@I1405@
Sarah,Bassett,1770,1812,F,@I1412@,@I1406@,@I1405@
William,Rickman,-1,-1,M,@I1413@,,
_____,Edmonson,-1,-1,M,@I1414@,,
David,Coupland,-1,-1,M,@I1415@,,
Anna,Mercer,-1,-1,F,@I1416@,,
Susan,Randolph,-1,-1,F,@I1417@,,
Peyton,Randolph,-1,-1,M,@I1418@,,
Anthony,Singleton,-1,-1,M,@I1419@,,
Mary Howell,Allen,-1,-1,F,@I1420@,,
Jane,Byrd,-1,-1,F,@I1421@,,
John,Minge,-1,-1,M,@I1422@,,
Caroline Lavinia,Scott,1832,1892,F,@I1423@,@I2273@,@I2274@
Russell Benjamin,Harrison,1854,1936,M,@I1424@,@I1423@,@I1382@
Mary Scott,Harrison,1858,1930,F,@I1425@,@I1423@,@I1382@
_____,Harrison,1861,1861,F,@I1426@,@I1423@,@I1382@
Mary Scott Dimmick,Lord,1858,1948,F,@I1427@,@I2271@,@I2272@
Elizabeth,Harrison,1897,1955,F,@I1428@,@I1427@,@I1382@
Mary Angeline,Saunders,1861,1944,F,@I1429@,,
James Robert,McKee,1857,1942,M,@I1430@,,
James Blaine,Walker,1889,1921,M,@I1431@,,
Anna Symmes,Harrison,1837,1838,F,@I1432@,@I1399@,@I1388@
Mary Jane,Harrison,1835,1867,F,@I1433@,@I1399@,@I1388@
Elizabeth Short,Harrison,1825,1904,F,@I1434@,@I1398@,@I1388@
William Henry,Harrison,1827,1829,M,@I1435@,@I1398@,@I1388@
Sarah Lucretia,Harrison,1829,-1,F,@I1436@,@I1398@,@I1388@
George Coleman,Eaton,-1,-1,M,@I1437@,,
Thomas Jefferson,Devin,-1,-1,M,@I1438@,,
Archibald Irwin,Harrison,1832,1870,M,@I1439@,@I1399@,@I1388@
John Irwin,Harrison,1839,1839,M,@I1440@,@I1399@,@I1388@
Carter Bassett,Harrison,1840,1905,M,@I1441@,@I1399@,@I1388@
Anna Symmes,Harrison,1842,1926,F,@I1442@,@I1399@,@I1388@
John Scott,Harrison,1844,1926,M,@I1443@,@I1399@,@I1388@
James Findlay,Harrison,1847,1848,M,@I1444@,@I1399@,@I1388@
James Irwin,Harrison,1849,1850,M,@I1445@,@I1399@,@I1388@
Elizabeth Lawrence,Sheets,-1,-1,F,@I1446@,,
Samuel Vance,Morris,-1,-1,M,@I1447@,,
Sophia Ridgely Lytle,Dashiell,-1,-1,F,@I1448@,,
Marie Sophie Elizabeth,Lytle,-1,-1,F,@I1449@,,
Andrew,Johnson,1808,1875,M,@I1450@,@I1462@,@I1461@
Eliza,McCardle,1810,1876,F,@I1451@,@I2157@,@I2158@
Martha,Johnson,1828,1901,F,@I1452@,@I1451@,@I1450@
Charles,Johnson,1830,1863,M,@I1453@,@I1451@,@I1450@
Mary,Johnson,1832,1883,F,@I1454@,@I1451@,@I1450@
Robert,Johnson,1834,1869,M,@I1455@,@I1451@,@I1450@
Andrew Franklin,Johnson,1852,1879,M,@I1456@,@I1451@,@I1450@
David Trotter,Patterson,1818,1891,M,@I1457@,,
Daniel,Stover,1826,1864,M,@I1458@,@I2181@,@I2180@
William Ramsay,Brown,-1,1883,M,@I1459@,,
Kate May Bessie,Rumbough,1857,1930,F,@I1460@,,
Jacob,Johnson,1778,1812,M,@I1461@,@I2154@,@I2150@
Mary Polly,McDonough,1782,1856,F,@I1462@,@I2153@,@I2152@
William Brazelton,Johnson,1804,1865,M,@I1463@,@I1462@,@I1461@
Elizabeth,Johnson,1806,1806,F,@I1464@,@I1462@,@I1461@
Turner,Daugherty,-1,-1,M,@I1465@,,
Theodore,Roosevelt,1858,1919,M,@I1466@,@I1481@,@I1480@
Alice Hathaway,Lee,1861,1884,F,@I1467@,,
Alice Lee,Roosevelt,1884,1980,F,@I1468@,@I1467@,@I1466@
Nicholas,Longworth,1869,1931,M,@I1469@,,
Edith Kermit,Carow,1861,1948,F,@I1470@,,
Theodore,Roosevelt,1887,1944,M,@I1471@,@I1470@,@I1466@
Kermit,Roosevelt,1889,1943,M,@I1472@,@I1470@,@I1466@
Ethel Carow,Roosevelt,1891,1977,F,@I1473@,@I1470@,@I1466@
Archibald Bulloch,Roosevelt,1894,1979,M,@I1474@,@I1470@,@I1466@
Quentin,Roosevelt,1897,1919,M,@I1475@,@I1470@,@I1466@
Eleanor Butler,Alexander,1889,1960,F,@I1476@,,
Belle Wyatt,Willard,1892,1968,F,@I1477@,,
Richard,Derby,1881,1963,M,@I1478@,,
Grace Stackpole,Lockwood,-1,1971,F,@I1479@,,
Theodore,Roosevelt,1831,1878,M,@I1480@,@I2227@,@I2228@
Martha Stewart,Bulloch,1835,1884,F,@I1481@,,
Anna,Roosevelt,1855,1931,F,@I1482@,@I1481@,@I1480@
Elliott Bulloch,Roosevelt,1860,1894,M,@I1483@,@I1481@,@I1480@
Corinne,Roosevelt,1861,1933,F,@I1484@,@I1481@,@I1480@
William Sheffield,Cowles,-1,-1,M,@I1485@,,
Anna Rebecca,Hall,1863,1892,F,@I1486@,,
Douglas,Robinson,-1,-1,M,@I1487@,,
Dwight David,Eisenhower,1890,1969,M,@I1488@,@I1494@,@I1493@
Mary Geneva,Doud,1896,1979,F,@I1489@,@I2215@,@I2216@
Doud Dwight,Eisenhower,1917,1921,M,@I1490@,@I1489@,@I1488@
John Sheldon Doud,Eisenhower,1922,2013,M,@I1491@,@I1489@,@I1488@
