first,last,birth,death,gender,id,mother,father
Paul,Stobbe,-1,-1,M,@I2184@,,
William Jefferson,Clinton,1946,-1,M,@I1@,@I4@,@I3@
Hillary,Rodham,1947,-1,F,@I2@,@I12@,@I11@
William Jefferson,Blythe,1918,1946,M,@I3@,@I10@,@I9@
Virginia Dell,Cassidy,1923,1994,F,@I4@,@I14@,@I13@
Roger,Clinton,1909,1967,M,@I5@,,
Donald,Clark,-1,-1,M,@I6@,,
Jeff,Dwire,-1,1974,M,@I7@,,
Dick,Kelley,-1,-1,M,@I8@,,
William Jefferson,Blythe,1884,1935,M,@I9@,@I16@,@I15@
Lou Birchie,Ayers,1893,1946,F,@I10@,@I18@,@I17@
Hugh Ellsworth,Rodham,-1,-1,M,@I11@,,
Dorothy,Howell,-1,-1,F,@I12@,,
James Eldridge,Cassidy,1898,1957,M,@I13@,@I21@,@I20@
Edith Valeria,Grisham,1901,1968,F,@I14@,@I23@,@I22@
Henry Patton Foote,Blythe,1851,1898,M,@I15@,@I25@,@I24@
Frances Ellen,Hines,1857,1936,F,@I16@,@I28@,@I27@
Simpson Green,Ayers,1820,1897,M,@I17@,@I30@,@I29@
Hattie,Hayes,1852,1935,F,@I18@,@I32@,@I31@
Robert Edward,Ayers,1872,1928,M,@I19@,@I18@,@I17@
James M,Cassidy,1855,1908,M,@I20@,@I34@,@I33@
Sarah Louisa,Russell,1858,1945,F,@I21@,@I36@,@I35@
Lemma Newell,Grisham,1879,1954,M,@I22@,@I38@,@I37@
Edna Earl,Adams,1878,1952,F,@I23@,@I40@,@I39@
Thomas Jefferson,Blythe,1829,1907,M,@I24@,@I42@,@I41@
Esther Elvira,Baum,1825,1865,F,@I25@,@I44@,@I43@
Elizabeth Melvinia,Hines,1831,1906,F,@I26@,,
John F.,Hines,1833,1902,M,@I27@,@I46@,@I45@
Eliza Emily,Lockhart,1832,1904,F,@I28@,@I48@,@I47@
Asa,Ayers,1790,1826,M,@I29@,,
Olivia Olive,Vessells,1791,1826,F,@I30@,,
John,Hayes,1830,-1,M,@I31@,,
Ann,O'Meara,1825,-1,F,@I32@,,
George Washington,Cassidy,1829,1886,M,@I33@,@I51@,@I50@
Nancy Ann Josephine,Snelgrove,1837,1920,F,@I34@,@I53@,@I52@
William James,Russell,1825,1897,M,@I35@,@I55@,@I54@
Mary E.,Spradley,1828,1900,F,@I36@,@I57@,@I56@
James B,Gresham,1843,1915,M,@I37@,@I59@,@I58@
Hattie Rebecca,Mitchell,1858,1912,F,@I38@,@I61@,@I60@
Martin Franklin,Adams,1851,1884,M,@I39@,@I63@,@I62@
Sarah Jane,May,1848,1909,F,@I40@,@I65@,@I64@
Andrew Jackson,Blythe,1801,1851,M,@I41@,,
Jane,Patton,1808,1886,F,@I42@,,
Moses,Baum,1804,1853,M,@I43@,,
Mary Elizabeth,Farr,1802,1862,F,@I44@,@I2205@,@I2206@
Elias D J,Hines,-1,1846,M,@I45@,,
Mary Polly,Wilkinson,1808,-1,F,@I46@,,
John W,Lockhart,1796,1842,M,@I47@,,
Martha,Henry,1797,1879,F,@I48@,,
Levi,Cassidy,1790,-1,M,@I50@,,
Rachel,_____,1807,1850,F,@I51@,,
Jesse,Snelgrove,1792,1876,M,@I52@,,
Elizabeth,Howard,1790,1884,F,@I53@,,
Simon,Russell,1794,1864,M,@I54@,,
Nancy,Love,-1,1840,F,@I55@,,
Warren C,Spradley,1803,1884,M,@I56@,,
Elseyalcey,Malone,1800,1884,F,@I57@,,
Moses,Grisham\grissom,1792,1880,M,@I58@,,
Betsey,Slate,1798,1880,F,@I59@,,
____,Mitchell,-1,-1,M,@I60@,,
Martha,_____,1830,-1,F,@I61@,,
Martin,Adams,1810,1886,M,@I62@,,
Clarinda,Wilson,1821,1884,F,@I63@,,
Benjamin,May,1812,-1,M,@I64@,,
Clara,McBride,1822,-1,F,@I65@,,
Chelsea,Clinton,1980,-1,F,@I66@,@I2@,@I1@
Michael,Reagan,1829,-1,M,@I67@,,@I121@
Catherine,Mulcahy,-1,-1,F,@I68@,,
John,Reagan,1855,-1,M,@I69@,@I68@,@I67@
Jennie,Cusick,1857,-1,F,@I70@,@I73@,@I72@
John Edward,Reagan,1883,1941,M,@I71@,@I70@,@I69@
Patrick,Cusick,1835,1870,M,@I72@,,
Sarah,_____,1830,1870,F,@I73@,,
Andrew,Wilson,-1,-1,M,@I74@,,
Amelia,Glasgow,-1,-1,F,@I75@,,
John,Wilson,1812,1879,M,@I76@,@I75@,@I74@
Jane,Blue,1824,-1,F,@I77@,@I81@,@I80@
Donald,Blue,-1,-1,M,@I78@,,
Sarah,McCallum,-1,-1,F,@I79@,,
Donald,Blue,1799,-1,M,@I80@,@I79@,@I78@
Catherine,McFarlain,1801,-1,F,@I81@,@I85@,@I84@
William,McFarlane,-1,-1,M,@I82@,,
Elizabeth,Allison,-1,-1,F,@I83@,,
John,McFarlane,-1,-1,M,@I84@,@I83@,@I82@
Cunningham,Forsyth,-1,-1,F,@I85@,,
Thomas,Wilson,1844,1909,M,@I86@,@I77@,@I76@
Mary Ann,Elsey,1843,1900,F,@I87@,@I93@,@I91@
Nelle Clyde,Wilson,1883,1962,F,@I88@,@I87@,@I86@
Ronald Wilson,Reagan,1911,2004,M,@I89@,@I88@,@I71@
Henry,Elsey,1776,1844,M,@I90@,,
Robert,Elsey,1812,-1,M,@I91@,,@I90@
John,Baker,-1,-1,M,@I92@,,
Mary,Baker,1820,-1,F,@I93@,,@I92@
Samuel,Luckett,-1,-1,M,@I94@,,
Thomas,Hussey,-1,-1,M,@I95@,,
Elizabeth,Hussey,-1,-1,F,@I96@,,@I95@
Samuel,Luckett,1685,-1,M,@I97@,@I96@,@I94@
Ann,Smoot,-1,-1,F,@I98@,,
John,Middleton,-1,-1,M,@I99@,,
Mary,Wheeler,-1,-1,F,@I100@,,
William,Luckett,1716,1783,M,@I101@,@I98@,@I97@
Charity,Middleton,1716,-1,F,@I102@,@I100@,@I99@
Levi,Luckett,1762,1829,M,@I103@,@I102@,@I101@
Letitia,Peyton,-1,1821,F,@I104@,,
Alfred Peyton,Luckett,1801,1853,M,@I105@,@I104@,@I103@
Susan Evaline,Hobbs,1809,1881,F,@I106@,,
Edward Hobbs,Luckett,1828,1859,M,@I107@,@I106@,@I105@
Ann Hartley,Murry,-1,-1,F,@I108@,,
Charles Edward,Luckett,1859,-1,M,@I109@,@I108@,@I107@
Benjamin,Whitlock,-1,-1,M,@I110@,,
Elizabeth,_____,-1,-1,F,@I111@,,
Sarah Frances,Whitlock,1849,-1,F,@I112@,@I111@,@I110@
Edith Prescott,Luckett,1888,1987,F,@I113@,@I112@,@I109@
John Newell,Robbins,1859,1917,M,@I114@,,
Ann Ayers,Francis,1868,1957,F,@I115@,,
Kenneth Seymour,Robbins,1890,-1,M,@I116@,@I115@,@I114@
Nancy Anne Frances,Robbins,1921,2016,F,@I117@,@I113@,@I116@
Loyal Edward,Davis,1896,1982,M,@I118@,@I2334@,@I2335@
Patricia Ann Davis,Reagan,1952,-1,F,@I119@,@I117@,@I89@
Ronald Prescott,Reagan,1958,-1,M,@I120@,@I117@,@I89@
Thomas,O'Regan,-1,-1,M,@I121@,,
John Neil,Reagan,1909,-1,M,@I122@,@I88@,@I71@
Sarah Jane,Mayfield,1914,-1,F,@I123@,,
Maureen Elizabeth,Reagan,1941,-1,F,@I124@,@I123@,@I89@
Michael Edward,Reagan,1945,-1,M,@I125@,@I123@,@I89@
Richard,Davis,1926,-1,M,@I126@,@I2337@,@I118@
Patricia,Herzing,-1,-1,F,@I127@,@I2338@,@I2339@
Geoffrey,Davis,-1,-1,M,@I128@,@I127@,@I126@
Anne,Davis,-1,-1,F,@I129@,@I127@,@I126@
Ruth Elizabeth,Hoffman,-1,-1,F,@I130@,,
Colleen,Sterns,-1,-1,F,@I131@,,
Cameron Michael,Reagan,1978,-1,M,@I132@,@I131@,@I125@
Christine,Reagan,1947,1947,F,@I133@,@I123@,@I89@
Virginia,Luckett,-1,-1,F,@I134@,@I112@,@I109@
Audley,Galbraith,-1,-1,M,@I135@,,
Charlotte,Galbraith,-1,-1,F,@I136@,@I134@,@I135@
Jim,Ramage,-1,-1,M,@I137@,,
Nancy,Ramage,-1,-1,F,@I138@,@I136@,@I137@
Joseph,Luckett,-1,-1,M,@I139@,@I112@,@I109@
Doria,_____,-1,-1,F,@I140@,,
Myron,Futterman,-1,-1,M,@I141@,,
Paul,Grilley,-1,-1,M,@I142@,,
Dennis,Revell,-1,-1,M,@I143@,,
Abraham,Smith,1647,1699,M,@I144@,,@I163@
Thomas,Smith,1672,1731,M,@I145@,@I150@,@I144@
Anthony,Smith,1723,1810,M,@I146@,@I152@,@I145@
Judith,Smith,1751,1836,F,@I147@,@I153@,@I146@
Jacob,Burdg,1783,1862,M,@I148@,@I147@,@I154@
Oliver,Burdg,1821,1908,M,@I149@,@I156@,@I148@
Margery,_____,-1,-1,F,@I150@,,
Alathea,Dayton,-1,1714,F,@I151@,,
Mary,Allen,1681,-1,F,@I152@,,
Lydia,Willets,1725,-1,F,@I153@,@I175@,@I174@
Jacob,Burdg,1743,1797,M,@I154@,@I171@,@I170@
John,Hank,-1,-1,M,@I155@,,
Miriam,Matthews,1786,1860,F,@I156@,@I166@,@I165@
Jane M.,Hemingway,1824,1890,F,@I157@,@I159@,@I158@
James,Hemingway,1801,1893,M,@I158@,@I161@,@I160@
Hope,Malmsbury,1804,1865,F,@I159@,@I197@,@I196@
James,Hemingway,1760,1822,M,@I160@,@I309@,@I308@
Elizabeth,Armstrong,1757,1837,F,@I161@,@I312@,@I311@
Abigail,Johnson,-1,1731,F,@I162@,,
Abraham,Smith,1622,1708,M,@I163@,,
Isaac,Smith,1656,1745,M,@I164@,,@I163@
William,Matthews,1755,1844,M,@I165@,@I169@,@I168@
Ann,Griffith,1754,1792,F,@I166@,@I173@,@I172@
Sarah Brown,Widow,-1,-1,F,@I167@,,
Oliver,Matthews,1721,1824,M,@I168@,,
Hannah,Johns,1727,1791,F,@I169@,,
Joseph,Burdg,-1,1782,M,@I170@,@I199@,@I198@
Mary,Harbour,-1,-1,F,@I171@,,
Isaac,Griffith,1720,-1,M,@I172@,@I244@,@I243@
Ann,Burson,1720,-1,F,@I173@,,
Timothy,Willets,1688,-1,M,@I174@,@I177@,@I176@
Judith,_____,-1,-1,F,@I175@,,
Hope,Willets,1651,1702,M,@I176@,,
Mary,Langdon,-1,-1,F,@I177@,,
Almira Park,Burdg,1849,1943,F,@I178@,@I157@,@I149@
Franklin,Milhous,1848,1919,M,@I179@,@I195@,@I194@
Sarah Emily,Armstrong,1850,1877,F,@I180@,,
Hannah,Milhous,1885,1967,F,@I181@,@I178@,@I179@
Francis Anthony,Nixon,1878,1956,M,@I182@,@I189@,@I188@
Richard Milhous,Nixon,1913,1994,M,@I183@,@I181@,@I182@
Patricia Thelma,Ryan,1912,1992,F,@I184@,@I2221@,@I2222@
Patricia,Nixon,1946,-1,F,@I185@,@I184@,@I183@
Julie,Nixon,1948,-1,F,@I186@,@I184@,@I183@
Dwight David,Eisenhower,1948,1998,M,@I187@,@I1492@,@I1491@
Samuel Brady,Nixon,1847,1914,M,@I188@,@I191@,@I190@
Sarah Ann,Wadsworth,1852,1886,F,@I189@,@I193@,@I192@
George,Nixon,1821,1863,M,@I190@,@I204@,@I203@
Margaret Ann,Trimmer,1826,1865,F,@I191@,@I208@,@I206@
Thomas Wiley,Wadsworth,1826,1879,M,@I192@,@I210@,@I209@
Mary Louise,Moore,1832,1918,F,@I193@,@I212@,@I211@
Joshua Vickers,Milhous,1820,1893,M,@I194@,@I214@,@I213@
Elizabeth Price,Griffith,1827,1923,F,@I195@,@I216@,@I215@
Benjamin,Malmsbury,1779,1854,M,@I196@,,@I313@
Jane,Cattell,1780,1853,F,@I197@,@I316@,@I315@
David,Burdg,1703,1781,M,@I198@,,
Elizabeth,Bowne,-1,-1,F,@I199@,@I201@,@I200@
William,Bowne,-1,-1,M,@I200@,,@I202@
Elizabeth,_____,-1,1730,F,@I201@,,
Samuel,Bowne,-1,-1,M,@I202@,,
George,Nixon,1784,1860,M,@I203@,@I218@,@I217@
Hannah,Wilson,1790,1827,F,@I204@,@I220@,@I219@
Christine,Pence,-1,-1,F,@I205@,,
Anthony,Trimmer,1781,1841,M,@I206@,@I222@,@I221@
Jane,Manning,-1,-1,F,@I207@,,
Margaret,Hunt,1804,1876,F,@I208@,@I224@,@I223@
Robert,Wadsworth,1785,1867,M,@I209@,@I226@,@I225@
Elizabeth,Lytle,1794,1831,F,@I210@,@I229@,@I228@
Joseph Dickinson,Moore,1794,1860,M,@I211@,@I231@,@I230@
Jane,Brown,1807,1886,F,@I212@,@I233@,@I232@
William,Milhous,1783,1874,M,@I213@,@I236@,@I235@
Martha,Vickers,1786,1873,F,@I214@,@I238@,@I237@
Amos,Griffith,1798,1871,M,@I215@,@I240@,@I239@
Edith,Price,1801,1873,F,@I216@,@I242@,@I241@
George,Nixon,1751,1842,M,@I217@,@I251@,@I250@
Sarah,Seeds,-1,-1,F,@I218@,,
William,Wilson,1764,1837,M,@I219@,,
Eleanor,Scothorn,1764,1819,F,@I220@,@I254@,@I252@
Paul,Trimmer,1750,1825,M,@I221@,@I256@,@I255@
Jane,McElwain,-1,-1,F,@I222@,@I259@,@I258@
William,Hunt,-1,-1,M,@I223@,,
Margaret,_____,-1,-1,F,@I224@,,
Thomas,Wadsworth,1746,-1,M,@I225@,@I262@,@I261@
Mary,Wiley,-1,-1,F,@I226@,,@I263@
Elizabeth,Hayes,-1,-1,F,@I227@,,
George,Lytle,1759,-1,M,@I228@,@I265@,@I264@
Elizabeth,McComas,-1,-1,F,@I229@,@I267@,@I266@
Joseph,Moore,1759,1830,M,@I230@,@I269@,@I268@
Mary,Clemson,1763,-1,F,@I231@,@I274@,@I273@
Isaac,Brown,1771,1853,M,@I232@,@I276@,@I275@
Mary,Clayton,1777,1822,F,@I233@,@I249@,@I248@
Nelly,Chenowith,-1,-1,F,@I234@,,
William,Milhous,1738,1826,M,@I235@,@I278@,@I277@
Hannah,Baldwin,1748,1825,F,@I236@,@I281@,@I279@
Thomas,Vickers,1757,1829,M,@I237@,@I284@,@I283@
Jemima,Mendenhall,1757,1851,F,@I238@,@I288@,@I287@
Jacob,Griffith,1757,1841,M,@I239@,@I290@,@I289@
Lydia,Hussey,1757,1843,F,@I240@,@I292@,@I291@
Daniel,Price,1761,1846,M,@I241@,@I294@,@I293@
Elizabeth,Hussey,1759,1847,F,@I242@,@I297@,@I295@
Abraham,Griffith,1679,1760,M,@I243@,,@I245@
Hannah,Lester,1685,-1,F,@I244@,@I247@,@I246@
Howell,Griffith,-1,1709,M,@I245@,,
Peter,Lester,-1,-1,M,@I246@,,
Mary,Duncalf,-1,-1,F,@I247@,,
Thomas,Clayton,-1,1813,M,@I248@,,
Mary,_____,-1,-1,F,@I249@,,
James,Nixon,-1,-1,M,@I250@,,
Mary,_____,-1,-1,F,@I251@,,
Nathan,Scothorn,1730,1764,M,@I252@,,
Mary,Thomas,-1,-1,F,@I253@,,
Hannah,Twiggs,-1,-1,F,@I254@,,
Anthony,Trimmer,1724,1754,M,@I255@,,
Elizabeth Susanna,Houshall,1723,1781,F,@I256@,,
Moses,McElwain,-1,1760,M,@I258@,,
Agnes,Miller,-1,-1,F,@I259@,,@I260@
James,Miller,-1,-1,M,@I260@,,
Thomas,Wadsworth,-1,-1,M,@I261@,,
Rebecca,Passmore,-1,-1,F,@I262@,,
Mathew,Wiley,1730,-1,M,@I263@,,
Guy,Lytle,-1,1764,M,@I264@,,
Elizabeth,Webster,-1,-1,F,@I265@,,
Alexander,McComas,-1,-1,M,@I266@,,
Deborah,Hartley,-1,-1,F,@I267@,,
James,Moore,-1,1777,M,@I268@,@I271@,@I270@
Elizabeth,Dickinson,1739,-1,F,@I269@,,
James,Moore,-1,1759,M,@I270@,,@I272@
Susanna,Forster,-1,-1,F,@I271@,,
James,Moore,-1,-1,M,@I272@,,
Thomas,Clemson,-1,1785,M,@I273@,,
Elizabeth,Strode,-1,-1,F,@I274@,,
Alexander,Brown,-1,1816,M,@I275@,,
Mary,Bradford,-1,-1,F,@I276@,,
Thomas,Milhous,1698,1770,M,@I277@,,
Sarah,Miller,1700,1775,F,@I278@,,
Joshua,Baldwin,1721,1800,M,@I279@,,
Sarah,Downing,1725,1745,F,@I280@,,
Mercy,Brown,1721,1784,F,@I281@,,
Ann,Meredith,-1,-1,F,@I282@,,
Thomas,Vickers,1719,1793,M,@I283@,,
Rebecca,Dillon,-1,-1,F,@I284@,@I286@,@I285@
Nicholas,Dillon,-1,-1,M,@I285@,,
Mary,_____,-1,-1,F,@I286@,,
Joshua,Mendenhall,1727,1816,M,@I287@,@I2245@,@I2246@
Lydia,Mendenhall,1737,1815,F,@I288@,@I2203@,@I2204@
William,Griffith,1713,1778,M,@I289@,,
Esther,Davis,-1,-1,F,@I290@,,
Record,Hussey,-1,1784,M,@I291@,@I296@,@I295@
Miriam,Harry,-1,1809,F,@I292@,,
Samuel,Price,1738,1825,M,@I293@,,
Ann,Moore,1743,1784,F,@I294@,,
John,Hussey,1703,1770,M,@I295@,@I299@,@I298@
Margaret,Record,-1,-1,F,@I296@,,
Elizabeth,_____,-1,-1,F,@I297@,,
John,Hussey,1675,1732,M,@I298@,@I301@,@I300@
Ann,Inskeep,-1,-1,F,@I299@,,
John,Hussey,1634,1706,M,@I300@,@I303@,@I302@
Rebecca,Perkins,-1,-1,F,@I301@,,
Christopher,Hussey,1597,-1,M,@I302@,@I307@,@I306@
Theodate,Batchiler,1602,1648,F,@I303@,,@I305@
Ann,Mingay,-1,1680,F,@I304@,,
Stephen,Batchiler,1561,1659,M,@I305@,,
John,Hussey,-1,-1,M,@I306@,,
Mary,Wood,-1,-1,F,@I307@,,
Isaac,Hemingway,1730,1778,M,@I308@,,
Elizabeth,Haven,1736,-1,F,@I309@,,
Israel,Leadbetter,-1,-1,M,@I310@,,
Ephraim,Armstrong,-1,1788,M,@I311@,,
Elizabeth,McCulley,-1,-1,F,@I312@,,
John,Malmsbury,-1,-1,M,@I313@,,@I314@
John,Mulmsbury,-1,-1,M,@I314@,,
James,Cattell,1742,1806,M,@I315@,,
Hope,Gaskill,1743,-1,F,@I316@,,
Abraham,Lincoln,1809,1865,M,@I317@,@I319@,@I318@
Thomas,Lincoln,1778,1851,M,@I318@,@I321@,@I320@
Nancy,Hanks,1784,1818,F,@I319@,@I323@,@I322@
Abraham,Lincoln,1744,1786,M,@I320@,@I325@,@I324@
Bathsheba,Herring,1750,1836,F,@I321@,@I327@,@I326@
James Abraham,Hanks,1759,1810,M,@I322@,@I329@,@I328@
Lucy,Shipley,1765,1825,F,@I323@,@I331@,@I330@
John,Lincoln,1716,1788,M,@I324@,@I333@,@I332@
Rebecca,Flowers,1720,1806,F,@I325@,@I335@,@I334@
Alexander,Herring,1708,1778,M,@I326@,@I337@,@I336@
Abigail,Harrison,1710,1780,F,@I327@,@I339@,@I338@
Joseph,Hanks,1725,1793,M,@I328@,@I341@,@I340@
Nanny,_____,1728,-1,F,@I329@,,
Robert,Shipley,-1,-1,M,@I330@,@I343@,@I342@
Sarah,_____,-1,-1,F,@I331@,,
Mordecai,Lincoln,1686,1736,M,@I332@,@I345@,@I344@
Hannah,Salter,-1,1727,F,@I333@,@I347@,@I346@
Enoch,Flowers,1693,-1,M,@I334@,@I349@,@I348@
Rebecca,Barnard,-1,-1,F,@I335@,@I351@,@I350@
Alexander,Herring,-1,1735,M,@I336@,,
Margaret,_____,-1,1735,F,@I337@,,
Isaiah,Harrison,1666,1738,M,@I338@,,
Abigail,Smith,1678,1732,F,@I339@,,
Luke,Hanks,1686,1757,M,@I340@,@I353@,@I352@
Elizabeth,_____,1694,-1,F,@I341@,,
Robert,Shipley,1678,1763,M,@I342@,@I355@,@I354@
Elizabeth,Stevens,-1,-1,F,@I343@,@I357@,@I356@
Mordecai,Lincoln,1657,1727,M,@I344@,@I359@,@I358@
Sarah,Jones,-1,1701,F,@I345@,@I361@,@I360@
Richard,Salter,-1,1728,M,@I346@,,
Sarah,Bowne,1669,1714,F,@I347@,@I363@,@I362@
William,Flower,-1,-1,M,@I348@,,
Elizabeth,Moris,-1,-1,F,@I349@,,
Richard,Barnard,-1,1698,M,@I350@,,
Frances,Lambe,-1,-1,F,@I351@,@I365@,@I364@
William,Hanks,1650,1704,M,@I352@,@I367@,@I366@
Sarah,Woodbridge,-1,-1,F,@I353@,,
Adam,Shipley,1647,1698,M,@I354@,,
Lois,Howard,1655,1725,F,@I355@,,
Charles,Stevens,1645,1703,M,@I356@,@I369@,@I368@
Mary Elizabeth,Connick,1645,1717,F,@I357@,,
Samuel,Lincoln,1619,1690,M,@I358@,@I371@,@I370@
Martha,Lyford,1625,1693,F,@I359@,@I373@,@I372@
Abraham,Jones,1630,1717,M,@I360@,@I375@,@I374@
Sarah,Whitman,-1,1718,F,@I361@,@I377@,@I376@
John,Bowne,1630,1683,M,@I362@,@I379@,@I378@
Lydia,Holmes,-1,1693,F,@I363@,@I381@,@I380@
Richard,Lambe,-1,-1,M,@I364@,,
Lucy,Baillie,-1,-1,F,@I365@,,
Thomas,Hanks,-1,1674,M,@I366@,,
Elizabeth,_____,-1,-1,F,@I367@,,
Charles,Stevens,1615,1658,M,@I368@,,
Susannah,Norwood,1620,-1,F,@I369@,,
Edward,Lincoln,1575,1638,M,@I370@,@I383@,@I382@
Bridget,Gilman,-1,-1,F,@I371@,,@I394@
John,Lyford,-1,1634,M,@I372@,,
Sarah,_____,-1,-1,F,@I373@,,
Thomas,Jones,1603,1679,M,@I374@,,
Ann,Cowdrie,1603,1657,F,@I375@,,
John,Whitman,1603,1691,M,@I376@,,
Ruth,Reed,1605,-1,F,@I377@,,
William,Bowne,-1,1677,M,@I378@,,
Anne,Laverock,-1,-1,F,@I379@,,
Obadiah,Holmes,1608,1681,M,@I380@,,
Katherine,Hyde,-1,-1,F,@I381@,,
Richard,Lincoln,-1,1619,M,@I382@,@I385@,@I384@
Elizabeth,Remching,-1,-1,F,@I383@,,
Robert,Lincoln,-1,1556,M,@I384@,@I388@,@I387@
Margaret,Alberye,-1,-1,F,@I385@,,
John,Lincoln,-1,-1,M,@I386@,@I385@,@I384@
Robert,Lincoln,-1,1543,M,@I387@,,
_____,Bawdiven,-1,-1,F,@I388@,,
Mary Ann,Todd,1818,1882,F,@I389@,@I2290@,@I2291@
Robert Todd,Lincoln,1843,1926,M,@I390@,@I389@,@I317@
Edward Baker,Lincoln,1846,1850,M,@I391@,@I389@,@I317@
William Wallace,Lincoln,1850,1862,M,@I392@,@I389@,@I317@
Thomas Tad,Lincoln,1853,1871,M,@I393@,@I389@,@I317@
Edward,Gilman,-1,-1,M,@I394@,,
George,Washington,1732,1799,M,@I395@,@I398@,@I397@
Martha,Dandridge,1731,1802,F,@I396@,@I2314@,@I2315@
Augustine,Washington,1693,1743,M,@I397@,@I400@,@I399@
Mary,Ball,1708,1789,F,@I398@,@I402@,@I401@
Lawrence,Washington,1659,1697,M,@I399@,@I404@,@I403@
Mildred,Warner,1670,1701,F,@I400@,@I406@,@I405@
Joseph,Ball,1649,1711,M,@I401@,@I408@,@I407@
Mary,Bennett,-1,1720,F,@I402@,,
John,Washington,1633,1676,M,@I403@,@I410@,@I409@
Anne,Pope,-1,1667,F,@I404@,@I412@,@I411@
Augustine,Warner,1642,1681,M,@I405@,@I414@,@I413@
Mildred,Reade,1643,1686,F,@I406@,@I416@,@I415@
William,Ball,1614,1680,M,@I407@,,
Hannah,Atherold,1614,1694,F,@I408@,,
Lawrence,Washington,1601,1652,M,@I409@,@I418@,@I417@
Amphyllis,Twigden,-1,-1,F,@I410@,@I420@,@I419@
Nathaniel,Pope,1603,1659,M,@I411@,,
Lucy Anne,Fox,1611,1659,F,@I412@,,
Augustine,Warner,1611,1674,M,@I413@,,
Mary,Towneley,1614,1662,F,@I414@,@I422@,@I421@
George,Reade,1608,1674,M,@I415@,@I424@,@I423@
Elizabeth,Martiau,1625,1696,F,@I416@,@I426@,@I425@
Lawrence,Washington,1568,1616,M,@I417@,@I428@,@I427@
Margaret,Butler,1568,1652,F,@I418@,@I430@,@I429@
John,Twigden,-1,1611,M,@I419@,@I432@,@I431@
Anne,Dickens,-1,1637,F,@I420@,@I434@,@I433@
Lawrence,Towneley,-1,1654,M,@I421@,@I436@,@I435@
Jennet,Halstead,-1,-1,F,@I422@,@I438@,@I437@
Robert,Reade,1551,1627,M,@I423@,@I440@,@I439@
Mildred,Windebank,1584,1630,F,@I424@,@I442@,@I441@
Nicholas,Martiau,1591,1657,M,@I425@,,
Elizabeth Jane,Page,1593,1640,F,@I426@,,
Robert,Washington,1544,1620,M,@I427@,@I456@,@I445@
Elizabeth,Light,-1,1599,F,@I428@,,
William,Butler,-1,-1,M,@I429@,@I574@,@I573@
Margaret,Greeke,-1,-1,F,@I430@,,
Thomas,Twigden,-1,1580,M,@I431@,,
Amphilis,Watts,-1,1569,F,@I432@,,
William,Dickens,-1,1582,M,@I433@,,
Anne,Thornton,-1,-1,F,@I434@,@I1233@,@I1234@
Lawrence,Towneley,-1,1597,M,@I435@,@I654@,@I653@
Margaret,Hartley,-1,-1,F,@I436@,,
John,Halstead,-1,-1,M,@I437@,,
Mary Elizabeth,Scofield,-1,-1,F,@I438@,,
Andrew,Reade,-1,-1,M,@I439@,,
Alice,Cooke,-1,-1,F,@I440@,,
Thomas,Windebank,-1,1607,M,@I441@,,
Frances,Dymoke,-1,-1,F,@I442@,@I444@,@I443@
Edward,Dymoke,-1,-1,M,@I443@,,
Anne,Talboys,-1,-1,F,@I444@,@I630@,@I629@
Lawrence,Washington,1500,1583,M,@I445@,@I447@,@I446@
John,Washington,1478,1528,M,@I446@,@I449@,@I448@
Margaret,Kytson,-1,-1,F,@I447@,,@I507@
Robert,Washington,1455,1528,M,@I448@,@I451@,@I450@
Elizabeth,Westfield,-1,-1,F,@I449@,,
Robert,Washington,-1,1483,M,@I450@,,@I452@
Margaret,_____,-1,-1,F,@I451@,,
John,De Washington,1385,1423,M,@I452@,@I455@,@I454@
Maldred,,-1,-1,M,@I453@,@I478@,@I477@
John,De Washington,-1,1408,M,@I454@,@I458@,@I457@
Joan,De Croft,-1,-1,F,@I455@,,
Amy,Pargiter,-1,1564,F,@I456@,,
Robert,De Washington,-1,1348,M,@I457@,@I460@,@I459@
Agnes Le,Gentyl,-1,-1,F,@I458@,,
Robert,De Washington,-1,1324,M,@I459@,@I462@,@I461@
Joan,De Strickland,-1,-1,F,@I460@,,
William,De Washington,-1,1290,M,@I461@,@I464@,@I463@
Margaret,De Morville,-1,-1,F,@I462@,,
Walter,De Washington,1212,1264,M,@I463@,@I466@,@I465@
Joan,De Whitchester,-1,-1,F,@I464@,,
William,De Washington,-1,1239,M,@I465@,,@I467@
Alice,De Lexington,-1,-1,F,@I466@,,
William,De Hertburn,1180,-1,M,@I467@,,@I469@
Maldred,,-1,-1,M,@I468@,@I472@,@I453@
Patric Fitz,Dolfin,-1,-1,M,@I469@,,@I471@
Uchtred Fitz,Maldred,-1,-1,M,@I470@,,@I468@
Dolfin Fitz,Uchtred,-1,-1,M,@I471@,,@I470@
,Ealdgyth,-1,-1,F,@I472@,@I475@,@I474@
Gospatrick,,-1,-1,M,@I473@,@I472@,@I453@
Uchtred,,-1,-1,M,@I474@,,
Elfgifu of,England,-1,-1,F,@I475@,,@I476@
Ethelred Ii of,England,-1,1016,M,@I476@,,
Crinan The,Thane,-1,1045,M,@I477@,,
Bethoc of,Scotland,-1,-1,F,@I478@,,@I479@
Malcolm Ii of,Scotland,-1,1034,M,@I479@,,
Duncan of,Scotland,-1,1040,M,@I480@,@I478@,@I477@
