first,last,birth,death,gender,id,mother,father
Catherine,Parr,1512,1548,F,@I859@,@I866@,@I865@
John,Seymour,-1,-1,M,@I860@
Margery,Wentworth,-1,-1,F,@I861@
Edward,Borough,-1,1533,M,@I862@
John,Nevill,-1,1543,M,@I863@
Thomas,Seymour,-1,-1,M,@I864@
Thomas of_Kendal,Parr,-1,-1,M,@I865@
Maud,Green,-1,-1,F,@I866@
Daughter,Seymour,1548,1548,F,@I867@,@I859@,@I864@
Jane,Grey,1537,1554,F,@I868@,@I1427@,@I1430@
Guildford,Dudley,-1,1554,M,@I869@,@I2311@,@I2310@
Philip_II,,1527,1598,M,@I870@,@I872@,@I871@
Charles_V,,1500,1558,M,@I871@,@I2100@,@I2885@
Isabella of_Portugal,,1503,1539,F,@I872@
Simon,de_Montfort,-1,1265,M,@I873@
Tomislav of_Yugoslavia,,1928,-1,M,@I874@,@I436@,@I440@
Andrej of_Yugoslavia,,1929,-1,M,@I875@,@I436@,@I440@
William,Marshal,-1,1231,M,@I876@
Alexander,,1945,-1,M,@I877@,@I474@,@I475@
Dona_Maria da_Gloria,,-1,-1,F,@I878@
Peter of_Yugoslavia,,1980,-1,M,@I879@,@I878@,@I877@
Philip of_Yugoslavia,,1982,-1,M,@I880@,@I878@,@I877@
Alexander of_Yugoslavia,,1982,-1,M,@I881@,@I878@,@I877@
Alice,Scholastica,-1,-1,F,@I882@
Nikolas K.,George,1958,-1,M,@I883@,@I882@,@I874@
Katarina K.,George,1959,-1,F,@I884@,@I882@,@I874@
Linda,Bonney,-1,-1,F,@I885@
George K.,George,1984,-1,M,@I886@,@I885@,@I874@
Christina of_Hesse,,-1,-1,F,@I887@
Tatiana Maria,,1957,-1,F,@I888@,@I887@,@I875@
Christopher K.,George,1960,-1,M,@I889@,@I887@,@I875@
Kira Melita of_Leiningen,,1930,-1,F,@I890@,@I895@,@I902@
Vladimir K.,George,1964,-1,M,@I891@,@I890@,@I875@
Dimitrye K.,George,1965,-1,M,@I892@,@I890@,@I875@
Mitsi,,-1,-1,F,@I893@
Louis,,-1,1765,M,@I894@,@I1423@,@I1422@
Maria of_Russia,,1907,1951,F,@I895@,@I97@,@I158@
Elizabeth of_France,,1602,1644,F,@I896@,@I741@,@I740@
Charles_X,,1757,1836,M,@I897@,@I587@,@I894@
Louis_XVIII,,1755,1824,M,@I898@,@I587@,@I894@
Maria of_Russia,,1953,-1,F,@I899@,@I589@,@I588@
Franz Wilhelm of_Prussia,,1943,-1,M,@I900@
George of_Russia,,1981,-1,M,@I901@,@I899@,@I900@
Karl of_Leiningen,,1898,1946,M,@I902@
Emich of_Leiningen,,1926,-1,M,@I903@,@I895@,@I902@
Karl of_Leiningen,,1928,-1,M,@I904@,@I895@,@I902@
Margarita,,1932,-1,F,@I905@,@I895@,@I902@
Mechtilde,,1936,-1,F,@I906@,@I895@,@I902@
Friedrich of_Leiningen,,1938,-1,M,@I907@,@I895@,@I902@
Eilika of_Oldenberg,,-1,-1,F,@I908@
Melita,,1951,-1,F,@I909@,@I908@,@I903@
Karl,,1952,-1,M,@I910@,@I908@,@I903@
Andreas,,1955,-1,M,@I911@,@I908@,@I903@
Stephanie,,1958,-1,F,@I912@,@I908@,@I903@
Margarite of_Hohenloche- Ochringen,,-1,-1,F,@I913@
Alexandra of_Hanover,,-1,-1,F,@I914@
Ferdinand,,1982,-1,M,@I915@,@I914@,@I911@
Karl,Bauscher,-1,-1,M,@I916@
Ulf,Bauscher,1963,-1,M,@I917@,@I906@,@I916@
Berthold,Bauscher,1965,-1,M,@I918@,@I906@,@I916@
Johan,Bauscher,1971,-1,M,@I919@,@I906@,@I916@
Anne of_Austria,,1601,1666,F,@I920@,@I1017@,@I2132@
Friedrich Wilhelm of_Prussia,,1939,-1,M,@I921@,@I528@,@I520@
Michael of_Prussia,,1939,-1,M,@I922@,@I528@,@I520@
Marie-Cecile of_Prussia,,1942,-1,F,@I923@,@I528@,@I520@
Louis Ferdinand of_Prussia,,1944,1977,M,@I924@,@I528@,@I520@
Christian Sigismund of_Prussia,,1946,-1,M,@I925@,@I528@,@I520@
Nina zu_Reventlow,,-1,-1,F,@I926@
Daughter,,-1,-1,F,@I927@,@I926@,@I925@
Donata of_Castell- Rudenhausen,,-1,-1,F,@I928@
Georg Friedrich,,1976,-1,M,@I929@,@I928@,@I924@
Corneilie-Cecile,,1978,-1,F,@I930@,@I928@,@I924@
Jutta,Jorn,-1,-1,F,@I931@
Micaela,,1967,-1,M,@I932@,@I931@,@I922@
Nataly,,1970,-1,F,@I933@,@I931@,@I922@
Waltraud,Freydag,-1,-1,F,@I934@
Philip,,1968,-1,M,@I935@,@I934@,@I921@
Ehrengard,von_Reden,-1,-1,F,@I936@
Friedrich,,1979,-1,M,@I937@,@I936@,@I921@
Viktoria,,1982,-1,F,@I938@,@I936@,@I921@
Joachim,,1984,-1,M,@I939@,@I936@,@I921@
Margaret,Messenger,-1,-1,F,@I940@
Emily,,1976,-1,F,@I941@,@I940@,@I293@
Benjamin,,1978,-1,M,@I942@,@I940@,@I293@
Alexander,Lascelles,1980,-1,M,@I943@,@I940@,@I293@
Edward,Lascelles,1982,-1,M,@I944@,@I940@,@I293@
Fredericka Ann,Duhrrson,-1,-1,F,@I945@
Sophie,Lascelles,1973,-1,F,@I946@,@I945@,@I294@
Rowan,Lascelles,1977,-1,M,@I947@,@I945@,@I294@
Julie,Bayliss,-1,-1,F,@I948@
Thomas,Lascelles,1982,-1,M,@I949@,@I948@,@I295@
Ellen,Lascelles,1984,-1,F,@I950@,@I948@,@I295@
Marie Louise,,1662,1689,F,@I951@,@I749@,@I751@
Maud,Carnegie,1893,1945,F,@I952@,@I15@,@I105@
Charles of_Southesk,,1893,-1,M,@I953@
James George Alexander,Carnegie,1929,-1,M,@I954@,@I952@,@I953@
Caroline,Dewar,-1,-1,F,@I955@
Alexandra,Carnegie,1959,-1,F,@I956@,@I955@,@I954@
David Charles,Carnegie,1961,-1,M,@I957@,@I955@,@I954@
Ragnhild Alexandra,,1930,-1,F,@I958@,@I451@,@I450@
Astrid Maud Ingeborg,,1932,-1,F,@I959@,@I451@,@I450@
Johan Martin,Ferner,1927,-1,M,@I960@
Cathrine,Ferner,1962,-1,F,@I961@,@I959@,@I960@
Benedickte,Ferner,1963,-1,M,@I962@,@I959@,@I960@
Alexander,Ferner,1965,-1,M,@I963@,@I959@,@I960@
Elisabeth,Ferner,1969,-1,F,@I964@,@I959@,@I960@
Carl Christian,Ferner,1972,-1,M,@I965@,@I959@,@I960@
Erling,Lorentzen,-1,-1,M,@I966@
Haakon,Lorentzen,-1,-1,M,@I967@,@I958@,@I966@
Ingeborg,Lorentzen,-1,-1,F,@I968@,@I958@,@I966@
Ragnhild Alexandra,Lorentzen,1968,-1,F,@I969@,@I958@,@I966@
Anne of_Bourbon-Parma,,-1,-1,F,@I970@
Joana Maria Valentina,Lambrino,1898,1953,F,@I971@,@I1056@,@I1055@
Margarita of_Romania,,1949,-1,F,@I972@,@I469@,@I468@
Helen of_Romania,,1950,-1,F,@I973@,@I469@,@I468@
Irina,,1953,-1,F,@I974@,@I469@,@I468@
Sophie,,1957,-1,F,@I975@,@I469@,@I468@
Maria,,1964,-1,F,@I976@,@I469@,@I468@
Robin,Medforth-Mills,-1,-1,M,@I977@
Nicholas,Medforth-Mills,1985,-1,M,@I978@,@I973@,@I977@
John,Kreuger,-1,-1,M,@I979@
Michael,Kreuger,1985,-1,M,@I980@,@I974@,@I979@
William,Worsley,-1,-1,M,@I981@
Martin,Lascelles,1963,-1,M,@I982@,@I316@,@I291@
Alexandra,Morton,-1,-1,F,@I983@
Richard_III,,1452,1485,M,@I984@,@I989@,@I988@
Anne,Nevill,1456,1485,F,@I985@,@I1339@,@I987@
Edward,,1473,1484,M,@I986@,@I985@,@I984@
Richard,Neville,-1,1471,M,@I987@,@I1342@
Richard,Plantagenet,-1,1460,M,@I988@,@I1024@,@I1023@
Cicely,Nevill,-1,1495,F,@I989@,@I1331@,@I990@
Ralph of_Westmoreland 1st,,-1,-1,M,@I990@
Edward_IV,,1442,1483,M,@I991@,@I989@,@I988@
Edmund,,-1,1460,M,@I992@,@I989@,@I988@
George,,-1,-1,M,@I993@,@I989@,@I988@
Anne,,-1,1476,F,@I994@,@I989@,@I988@
Elizabeth,,-1,1503,F,@I995@,@I989@,@I988@
Margaret,,-1,-1,F,@I996@,@I989@,@I988@
Ursula,,-1,-1,F,@I997@,@I989@,@I988@
Elizabeth,Woodville,1437,1492,F,@I998@,@I1327@,@I2271@
Mary,,1466,1482,F,@I999@,@I998@,@I991@
Cicely,,1469,1507,F,@I1000@,@I998@,@I991@
Edward_V,,1470,1483,M,@I1001@,@I998@,@I991@
Margaret,,1472,1472,F,@I1002@,@I998@,@I991@
Richard,,1473,1483,M,@I1003@,@I998@,@I991@
Anne,,1475,1511,F,@I1004@,@I998@,@I991@
George,,1477,1479,M,@I1005@,@I998@,@I991@
Catherine,,1479,1527,F,@I1006@,@I998@,@I991@
Bridget,,1480,1517,F,@I1007@,@I998@,@I991@
John 1st,Welles,-1,1499,M,@I1008@
Thomas of_Isle_of_Wight,Kyme,-1,-1,M,@I1009@
Anne,Mowbray,-1,1481,F,@I1010@
Thomas 3rd,Howard,-1,-1,M,@I1011@
William,Courtenay,-1,-1,M,@I1012@
John,Grey,-1,1461,M,@I1013@
Son,Grey,1461,-1,M,@I1014@,@I998@,@I1013@
Son_2,Grey,1461,-1,M,@I1015@,@I998@,@I1013@
Edward,,1453,1471,M,@I1016@,@I1218@,@I1217@
Margaret of_Austria,,1584,1611,F,@I1017@,@I2884@
Edward,,-1,1499,M,@I1018@,@I1340@,@I993@
Margaret of_Salisbury,,1469,1541,F,@I1019@,@I1340@,@I993@
Henry,,-1,-1,M,@I1020@
Thomas,St._Leger,-1,-1,M,@I1021@
Charles the_Bold,,-1,-1,M,@I1022@
Richard of_Cambridge,Plantagenet,-1,1415,M,@I1023@,@I1337@,@I1237@
Anne,Mortimer,-1,-1,F,@I1024@,@I1345@,@I1344@
Isabel,Plantagenet,-1,1484,F,@I1025@,@I1024@,@I1023@
Henry 1st,Bourchier,-1,-1,M,@I1026@,@I1603@,@I1602@
Charles_XV,,1826,1872,M,@I1027@,@I1614@,@I1613@
Louise,,1828,1871,F,@I1028@,@I1029@,@I653@
Louisa of_Prussia,,1808,1870,F,@I1029@,@I410@,@I162@
Ernest Augustus of_Hanover,Hanover,1914,1987,M,@I1030@,@I426@,@I552@
George William,Hanover,1915,-1,M,@I1031@,@I426@,@I552@
Mireille,Dutry,1946,-1,F,@I1032@
Christian,Hanover,1919,1981,M,@I1033@,@I426@,@I552@
Guelph Henry,Hanover,1923,-1,M,@I1034@,@I426@,@I552@
Monika of_Solms-Laubach,Hanover,1929,-1,F,@I1035@,@I426@,@I552@
Alexandra of_Ysenburg_and Budingen,,1938,-1,F,@I1036@
Sophie of_Greece,,1914,-1,F,@I1037@
Ortrud of_Schleswig- Holstein,,1925,1980,F,@I1038@
Marie,Hanover,1952,-1,F,@I1039@,@I1038@,@I1030@
Ernest Augustus of_Hanover,Hanover,1954,-1,M,@I1040@,@I1038@,@I1030@
Ludwig Rudolph,Hanover,1955,1989,M,@I1041@,@I1038@,@I1030@
Olga,Hanover,1958,-1,F,@I1042@,@I1038@,@I1030@
Alexandra,Hanover,1959,-1,F,@I1043@,@I1038@,@I1030@
Heinrich Julius,Hanover,1961,-1,M,@I1044@,@I1038@,@I1030@
Michael,von_Hochberg,-1,-1,M,@I1045@
Chantal,Hochuli,-1,-1,F,@I1046@
Ernest Augustus,Hanover,1983,-1,M,@I1047@,@I1046@,@I1040@
Christian Heinrich,Hanover,1985,-1,M,@I1048@,@I1046@,@I1040@
Isabella Valsassina,von_Thurn,1962,1989,F,@I1049@
Otto,Hanover,1988,-1,M,@I1050@,@I1049@,@I1041@
Andreas of_Leiningen,,-1,-1,M,@I1051@
Max of_Baden,,-1,-1,M,@I1052@
Frederick Francis_IV of_Mecklenburg,,-1,-1,M,@I1053@
Margrethe of_Denmark,,-1,-1,F,@I1054@
Constantine,Lambrino,-1,-1,M,@I1055@
Euphrosine,Alcaz,-1,-1,F,@I1056@
Son,Hohenzollern,-1,-1,M,@I1057@,@I971@,@I438@
Elena (Magda),Lupescu,1895,1977,F,@I1058@
Ingrid Victoria of_Sweden,,1910,-1,F,@I1059@,@I121@,@I124@
Paul of_Sparta,Oldenburg,1967,-1,M,@I1060@,@I472@,@I471@
Nicholas,Oldenburg,1969,-1,M,@I1061@,@I472@,@I471@
,Oldenburg,-1,-1,F,@I1062@,@I472@,@I471@
,Oldenburg,-1,-1,F,@I1063@,@I472@,@I471@
Irene of_Greece,Oldenburg,1942,-1,F,@I1064@,@I470@,@I232@
Petros,Manos,-1,-1,M,@I1065@
Maria,Argyropoulos,-1,-1,F,@I1066@
Frederick Eugene,Wurttemberg,1732,1797,M,@I1067@
Frederica of_Brandenburg- Schwedt,,1736,1798,F,@I1068@
Augusta of_Brunswick,,1764,1788,F,@I1069@
William_I of_Wurttemberg,Wurttemberg,1781,1864,M,@I1070@,@I1069@,@I247@
Catherine,Wurttemberg,1783,1835,F,@I1071@,@I1069@,@I247@
Sophia Dorothea,Wurttemberg,1783,1784,F,@I1072@,@I1069@,@I247@
Paul,Wurttemberg,1785,1852,M,@I1073@,@I1069@,@I247@
Charlotte of_Bavaria,Wittelsbach,1792,1873,F,@I1074@,@I1137@,@I637@
Catherine of_Russia,,1788,1819,F,@I1075@
Marie,Wurttemberg,1816,1887,F,@I1076@,@I1075@,@I1070@
Sophie,Wurttemberg,1818,1877,F,@I1077@,@I1075@,@I1070@
Pauline of_Wurttemberg,,1800,1873,F,@I1078@
Catherine,Wurttemberg,1821,1898,F,@I1079@,@I1078@,@I1070@
Charles_I of_Wurttemberg,Wurttemberg,1823,1891,M,@I1080@,@I1078@,@I1070@
Augusta,Wurttemberg,1826,1898,F,@I1081@,@I1078@,@I1070@
Olga of_Russia,,1822,1892,F,@I1082@
Hermann of_Saxe-Weimar,,-1,-1,M,@I1083@
Charlotte of_Saxe- Hildburghausen,,1787,1847,F,@I1084@
Charlotte,Wurttemberg,1807,1873,F,@I1085@,@I1084@,@I1073@
Frederick,Wurttemberg,1808,1870,M,@I1086@,@I1084@,@I1073@
Paul,Wurttemberg,1809,1810,M,@I1087@,@I1084@,@I1073@
Pauline,Wurttemberg,1810,1856,F,@I1088@,@I1084@,@I1073@
August,Wurttemberg,1813,1885,M,@I1089@,@I1084@,@I1073@
William_II of_Wurttemberg,Wurttemberg,1848,1921,M,@I1090@,@I1079@,@I1086@
Marie of_Waldeck and_Pyrmont,,1857,1882,F,@I1091@
Pauline,Wurttemberg,1877,1965,F,@I1092@,@I1091@,@I1090@
Ulrich,Wurttemberg,1880,1880,M,@I1093@,@I1091@,@I1090@
Frederick,,-1,-1,M,@I1094@
Charlotte of_Schaumburg- Lippe,,1864,1946,F,@I1095@
Nicholas,Hohenzollern,1903,1978,M,@I1096@,@I96@,@I309@
Ileana,Hohenzollern,1909,-1,F,@I1097@,@I96@,@I309@
Mircea,Hohenzollern,1913,1916,,@I1098@,@I96@,@I309@
Leopold of_Hohenzollern,Hohenzollern,1835,1905,M,@I1099@,@I1105@,@I1104@
Antonia of_Portugal,,1845,1913,F,@I1100@
William of_Hohenzollern,Hohenzollern,1864,1927,M,@I1101@,@I1100@,@I1099@
Charles Anthony,Hohenzollern,1868,1919,M,@I1102@,@I1100@,@I1099@
Josephine of_Belgium,,1872,1958,F,@I1103@,@I1110@,@I1114@
Charles Anthony,Hohenzollern,1811,1885,M,@I1104@
Josephine of_Baden,,1813,1900,F,@I1105@
Stephanie,Hohenzollern,1837,1859,F,@I1106@,@I1105@,@I1104@
Carol_I of_Romania,Hohenzollern,1839,1914,M,@I1107@,@I1105@,@I1104@
Anthony,Hohenzollern,1841,1866,M,@I1108@,@I1105@,@I1104@
Frederick,Hohenzollern,1843,1904,M,@I1109@,@I1105@,@I1104@
Marie,Hohenzollern,1845,1912,F,@I1110@,@I1105@,@I1104@
Pedro_V,,-1,-1,M,@I1111@
Elisabeth of_Wied,,1843,1916,F,@I1112@
Louise of_Thurn and_Taxis,,-1,-1,F,@I1113@
Philip of_Flanders,,1837,1905,M,@I1114@,@I245@,@I1696@
Baudouin,,1869,1891,M,@I1115@,@I1110@,@I1114@
Henriette (twin),,1870,1948,F,@I1116@,@I1110@,@I1114@
Josephine (twin),,1870,1871,F,@I1117@,@I1110@,@I1114@
Albert_I,,1875,1934,M,@I1118@,@I1110@,@I1114@
Elisabeth of_Bavaria,,1876,1965,F,@I1119@,@I1202@,@I1197@
Charles of_Belgium,,1903,1983,M,@I1120@,@I1119@,@I1118@
Marie Jose,,1906,-1,F,@I1121@,@I1119@,@I1118@
Umberto_II,,1904,1983,M,@I1122@
Josephine Charlotte,,1927,-1,F,@I1123@,@I599@,@I600@
Albert,,1934,-1,M,@I1124@,@I599@,@I600@
Jean of_Luxembourg,,1921,-1,M,@I1125@
Fabiola de_Mora_y_Aragon,,1928,-1,F,@I1126@
Paola di_Calabria,Ruffo,1937,-1,F,@I1127@
Philippe,,1960,-1,M,@I1128@,@I1127@,@I1124@
Astrid,,1962,-1,F,@I1129@,@I1127@,@I1124@
Laurent,,1963,-1,M,@I1130@,@I1127@,@I1124@
Lorenz of_Austria-Este,,1955,-1,M,@I1131@
Mary Liliane,Baels,1916,-1,F,@I1132@
Alexandre,,1942,-1,M,@I1133@,@I1132@,@I600@
Marie Christine,,1951,-1,F,@I1134@,@I1132@,@I600@
Marie Esmeralda,,1956,-1,F,@I1135@,@I1132@,@I600@
Paul,Druker,-1,-1,M,@I1136@
Augusta Wilhelmine of_Hesse-,,1765,1796,F,@I1137@
Ludwig_I,Wittelsbach,1786,1868,M,@I1138@,@I1137@,@I637@
Auguste,Wittelsbach,1788,1851,F,@I1139@,@I1137@,@I637@
Amelia,Wittelsbach,1790,1794,F,@I1140@,@I1137@,@I637@
Charles,Wittelsbach,1795,1875,M,@I1141@,@I1137@,@I637@
Therese of_Saxe- Hildburghausen,,1792,1854,F,@I1142@
Maximilian_II,,1811,1864,M,@I1143@,@I1142@,@I1138@
Marie of_Prussia,,1825,1889,F,@I1144@
Ludwig_II,Wittelsbach,1845,1886,M,@I1145@,@I1144@,@I1143@
Otto_I,Wittelsbach,1848,1916,M,@I1146@,@I1144@,@I1143@
5sons_1dau,,-1,-1,,@I1147@,@I1370@,@I873@
Otto_I Friedrich Ludwig,Wittelsbach,1815,1867,M,@I1148@,@I1142@,@I1138@
Theodolinde,,1816,1817,,@I1149@,@I1142@,@I1138@
Luitpold,,1821,1912,M,@I1150@,@I1142@,@I1138@
Adelgunde,,1823,1914,F,@I1151@,@I1142@,@I1138@
Hildegarde,,1825,1864,F,@I1152@,@I1142@,@I1138@
Adalbert,,1828,1875,M,@I1153@,@I1142@,@I1138@
Maximilian,Wittelsbach,1800,1803,M,@I1154@,@I626@,@I637@
Elizabeth (twin) of_Bavaria,Wittelsbach,1801,1873,F,@I1155@,@I626@,@I637@
Amelia (twin),Wittelsbach,1801,1877,F,@I1156@,@I626@,@I637@
Maria (twin),Wittelsbach,1805,1877,F,@I1157@,@I626@,@I637@
Ludovica (Louise),Wittelsbach,1808,1892,F,@I1158@,@I626@,@I637@
Maximiliana,Wittelsbach,1810,1821,F,@I1159@,@I626@,@I637@
Frederick Louis,,1707,1708,M,@I1160@,@I343@,@I761@
Frederick William,,1710,1711,M,@I1161@,@I343@,@I761@
Frederick_II the_Great,,1712,1786,M,@I1162@,@I343@,@I761@
Charlotte Albertine,,1713,1714,F,@I1163@,@I343@,@I761@
Frederica Louise,,1714,1784,F,@I1164@,@I343@,@I761@
Philippine Charlotte,,1716,1801,F,@I1165@,@I343@,@I761@
Louis Charles William,,1717,1719,M,@I1166@,@I343@,@I761@
Sophia,,1719,1765,F,@I1167@,@I343@,@I761@
Louise Ulrika,,1720,1782,F,@I1168@,@I343@,@I761@
Anna Amelia,,1725,1787,F,@I1169@,@I343@,@I761@
Henry,,1726,1802,M,@I1170@,@I343@,@I761@
Ferdinand,,1730,1813,M,@I1171@,@I343@,@I761@
Heinrich_XXII,Reuss,-1,-1,M,@I1172@
Elizabeth Henrietta of_Hesse-Cassel,,1661,1683,F,@I1173@
Louise,,1680,1705,F,@I1174@,@I1173@,@I772@
Frederick_I,,-1,-1,M,@I1175@,@I1173@,@I772@
Sophia Louise of_Mecklenburg-,,1685,1735,F,@I1176@
Frederick Augustus,,1685,1686,M,@I1177@,@I771@,@I772@
Son (stillborn),,-1,-1,M,@I1178@,@I771@,@I772@
Augusta of_Austria- Tuscany,,1825,1864,F,@I1179@
Leopold,,1846,1930,M,@I1180@,@I1179@,@I1150@
Therese,,1850,1925,F,@I1181@,@I1179@,@I1150@
Amulf,,1852,1907,M,@I1182@,@I1179@,@I1150@
Luitpold,,1901,1914,M,@I1183@,@I690@,@I689@
Irmingard,,1902,1903,F,@I1184@,@I690@,@I689@
Rudolf,,1909,1912,M,@I1185@,@I690@,@I689@
Antoinette of_Luxembourg,,1899,1954,F,@I1186@
Henry,,1922,1958,M,@I1187@,@I1186@,@I689@
Irmingard,,1923,-1,F,@I1188@,@I1186@,@I689@
Editha,,1924,-1,F,@I1189@,@I1186@,@I689@
Hilda,,1926,-1,F,@I1190@,@I1186@,@I689@
Gabriele,,1927,-1,F,@I1191@,@I1186@,@I689@
Sophie,,1935,-1,F,@I1192@,@I1186@,@I689@
Maximilian Joseph,,-1,-1,M,@I1193@
Ludwig,,1831,1920,M,@I1194@,@I1158@,@I1193@
Helene,,1834,1858,F,@I1195@,@I1158@,@I1193@
Elizabeth,,1837,1898,F,@I1196@,@I1158@,@I1193@
Karl Theodor "Gackl",,1839,1909,M,@I1197@,@I1158@,@I1193@
Maria,,1841,1925,F,@I1198@,@I1158@,@I1193@
Mathilde,,1843,1925,F,@I1199@,@I1158@,@I1193@
Sophie,,1847,1897,F,@I1200@,@I1158@,@I1193@
Maximilian,,1849,1893,M,@I1201@,@I1158@,@I1193@
Maria Josepha of_Portugal,,1857,1943,F,@I1202@,@I2899@
Alexander,Zoubkoff,-1,-1,M,@I1203@
Irene,,1939,-1,F,@I1204@,@I659@,@I660@
Margaret,,1943,-1,F,@I1205@,@I659@,@I660@
Mary Christina,,1947,-1,F,@I1206@,@I659@,@I660@
Claus,von_Amsberg,1926,-1,M,@I1207@,@I1212@,@I1211@
William Alexander,,1967,-1,M,@I1208@,@I661@,@I1207@
John Friso,,1968,-1,M,@I1209@,@I661@,@I1207@
Constantine,,1969,-1,M,@I1210@,@I661@,@I1207@
Claus,von_Amsberg,-1,-1,M,@I1211@
Gosta,von_dem_Bussche-,-1,-1,F,@I1212@
Frederick Francis_II of_Mecklenburg-,,1823,1883,M,@I1213@,@I2654@,@I515@
Marie of_Schwarzburg- Rudolstadt,,-1,-1,F,@I1214@,@I2652@,@I2651@
Antoine de_Bourbon of_France,,-1,-1,M,@I1215@
Helene of_Nassau Henrietta,,1831,1888,F,@I1216@
Henry_VI,,1421,1471,M,@I1217@,@I1220@,@I1219@
Margaret of_Anjou,,1429,1482,F,@I1218@,@I2272@
Henry_V,,1387,1422,M,@I1219@,@I1222@,@I1221@
Catherine of_Valois,,1401,1437,F,@I1220@,@I2074@,@I2075@
Henry_IV,,1366,1413,M,@I1221@,@I1243@,@I1236@
Mary,De_Bohun,-1,1394,F,@I1222@,@I1332@
Son,,1382,1382,M,@I1223@,@I1222@,@I1221@
Thomas,,1388,1421,M,@I1224@,@I1222@,@I1221@
John,,1389,1435,M,@I1225@,@I1222@,@I1221@
Humphrey of_Gloucester,,1390,1447,M,@I1226@,@I1222@,@I1221@
Blanche,,1392,1409,F,@I1227@,@I1222@,@I1221@
Philippa,,1394,1430,F,@I1228@,@I1222@,@I1221@
Edward_III,,1312,1377,M,@I1229@,@I127@,@I286@
Philippa of_Hainault,,1311,1369,F,@I1230@,@I2057@
Edward,,1330,1376,M,@I1231@,@I1230@,@I1229@
Isabella,,1332,1382,F,@I1232@,@I1230@,@I1229@
Joan (Joanna),,1335,1348,F,@I1233@,@I1230@,@I1229@
William of_Hatfield,,1337,1337,M,@I1234@,@I1230@,@I1229@
Lionel of_Antwerp,,1338,1363,M,@I1235@,@I1230@,@I1229@
John of_Gaunt,,1340,1399,M,@I1236@,@I1230@,@I1229@
Edmund of_Langley,,1341,1402,M,@I1237@,@I1230@,@I1229@
Blanche,,1342,1342,F,@I1238@,@I1230@,@I1229@
Mary,,1344,-1,F,@I1239@,@I1230@,@I1229@
Margaret,,1346,1361,F,@I1240@,@I1230@,@I1229@
William of_Windsor,,1348,1348,M,@I1241@,@I1230@,@I1229@
Thomas of_Woodstock,,1355,-1,M,@I1242@,@I1230@,@I1229@
Blanche of_Lancaster,,1341,1369,F,@I1243@,@I1500@,@I1499@
Isabella_II,,1830,1904,F,@I1244@,@I2874@,@I1246@
Don_Francisco,de_Asis,1822,1902,M,@I1245@
Ferdinand_VII,,1784,1833,M,@I1246@,@I2879@,@I2878@
Mary,Stuart,1542,1587,F,@I1247@,@I1251@,@I835@
Francis_II,,1544,1560,M,@I1248@,@I2439@,@I2438@
Henry,Stuart,1545,1567,M,@I1249@,@I1431@,@I1432@
James,Hepburn,-1,1576,M,@I1250@
Mary of_Guise,,1515,1560,F,@I1251@,@I1815@
James_III,,1451,1488,M,@I1252@,@I1467@,@I1466@
Richard de_Burgh,,-1,-1,M,@I1253@
Edmund,Tudor,1430,1456,M,@I1254@,@I1220@,@I1352@
Margaret of_Richmond,Beaufort,-1,1509,F,@I1255@,@I1336@,@I1334@
John of_Eltham,,1316,1336,M,@I1256@,@I127@,@I286@
Eleanor,,1318,1355,F,@I1257@,@I127@,@I286@
Joan of_the_Tower,,1321,1362,F,@I1258@,@I127@,@I286@
Rainald_II of_Gueldres,,-1,-1,M,@I1259@
Charles of_Orleans,,1391,1465,M,@I1260@
Edward_I (Longshanks),,1239,1307,M,@I1261@,@I1282@,@I1281@
Eleanor of_Castile,,1244,1290,F,@I1262@,@I1746@
Eleanor,,1264,1297,F,@I1263@,@I1262@,@I1261@
Joan,,1265,1265,F,@I1264@,@I1262@,@I1261@
John,,1266,1271,M,@I1265@,@I1262@,@I1261@
Henry,,1267,1274,M,@I1266@,@I1262@,@I1261@
Julian (Katherine),,1271,1271,F,@I1267@,@I1262@,@I1261@
Joan of_Acre,,1272,1307,F,@I1268@,@I1262@,@I1261@
Alfonso,,1273,1284,M,@I1269@,@I1262@,@I1261@
Margaret,,1275,1318,F,@I1270@,@I1262@,@I1261@
Berengaria,,1276,1279,F,@I1271@,@I1262@,@I1261@
Mary,,1278,1332,F,@I1272@,@I1262@,@I1261@
Alice,,1279,1291,F,@I1273@,@I1262@,@I1261@
Elizabeth,,1282,1316,F,@I1274@,@I1262@,@I1261@
Beatrice,,1286,-1,F,@I1275@,@I1262@,@I1261@
Blanche,,1290,1290,F,@I1276@,@I1262@,@I1261@
Marguerite of_France,,1279,1317,F,@I1277@,@I2485@,@I1739@
Thomas of_Brotherton,,1300,1338,M,@I1278@,@I1277@,@I1261@
Edmund of_Woodstock,,1301,1330,M,@I1279@,@I1277@,@I1261@
Eleanor,,1306,1311,F,@I1280@,@I1277@,@I1261@
Henry_III,,1207,1272,M,@I1281@,@I1366@,@I1364@
Eleanor of_Provence,,1217,1291,F,@I1282@,@I1881@
Margaret,,1240,1275,F,@I1283@,@I1282@,@I1281@
Beatrice,,1242,1275,F,@I1284@,@I1282@,@I1281@
Edmund Crouchback of_Leicester,,1245,1296,M,@I1285@,@I1282@,@I1281@
Richard,,1247,1256,M,@I1286@,@I1282@,@I1281@
John,,1250,1256,M,@I1287@,@I1282@,@I1281@
