first,last,birth,death,gender,id,mother,father
Katherine,,1253,1257,F,@I1288@,@I1282@,@I1281@
William,,1256,1256,M,@I1289@,@I1282@,@I1281@
Henry,,1256,1257,M,@I1290@,@I1282@,@I1281@
John,Spencer,1734,1783,M,@I1291@,@I1735@
Georgiana,Carteret,-1,1780,F,@I1292@
Henrietta,,1792,1864,F,@I1293@
Paul_I,Romanov,1754,1801,M,@I1294@,@I1299@,@I1300@
Maria Feodorovna of_Wurttemberg,,1759,1828,F,@I1295@,@I2690@,@I2689@
Alexander_I,Romanov,1777,1825,M,@I1296@,@I1295@,@I1294@
Yelizaveta Alekseyevna of_Baden,,-1,-1,F,@I1297@
Konstantin,Romanov,1779,-1,M,@I1298@,@I1297@,@I1296@
Catherine_II the_Great,,1729,1796,F,@I1299@,@I2692@,@I2691@
Peter_III,Romanov,1728,1762,M,@I1300@,@I1303@,@I1419@
Peter_I the_Great,Romanov,1672,1725,M,@I1301@,@I1314@,@I1309@
Catherine_I,,1683,1727,F,@I1302@
Anna Petrovna,Romanov,1708,1728,F,@I1303@,@I1302@,@I1301@
Elizabeth Petrovna,Romanov,1709,-1,F,@I1304@,@I1302@,@I1301@
Yevdokiya Lopukhina,,-1,-1,F,@I1305@
Alexis,Romanov,1690,1718,M,@I1306@,@I1305@,@I1301@
Unknown,,-1,-1,F,@I1307@
Peter_II,Romanov,1715,1730,M,@I1308@,@I1307@,@I1306@
Alexis_I Michaylovich,Romanov,1629,-1,M,@I1309@,@I1313@,@I1312@
Maria Miroslavkaya,,-1,1668,F,@I1310@
Feodor_III (Theodore),Romanov,1662,1682,M,@I1311@,@I1310@,@I1309@
Mikhail_III Feodorovich,Romanov,1597,1645,M,@I1312@,@I2661@,@I2660@
Eudoxia,Streshniev,1608,1645,F,@I1313@,@I2659@,@I2658@
Natalia Narishkina,,1651,1694,F,@I1314@,@I2662@,@I1326@
Unknown,,-1,-1,F,@I1315@
Ivan_V,Romanov,1666,1696,M,@I1316@,@I1315@,@I1311@
Unknown,,-1,-1,F,@I1317@
Anna Ioannovna,Romanov,1693,1740,F,@I1318@,@I1317@,@I1316@
Yekaterina of_Mecklenburg,,-1,-1,F,@I1319@,@I1317@,@I1316@
Unknown,,-1,-1,M,@I1320@
Anna Leopoldovna of_Brunswick,,-1,-1,F,@I1321@,@I1319@,@I1320@
Unknown,,-1,-1,M,@I1322@
Ivan_VI,Romanov,1740,1741,M,@I1323@,@I1321@,@I1322@
Ivan,Romanov,-1,-1,M,@I1324@,@I1310@,@I1309@
Sophia,Romanov,1657,-1,F,@I1325@,@I1310@,@I1309@
Cyril,Naryshkin,1623,1691,M,@I1326@
Jacquetta of_Luxembourg,,-1,-1,F,@I1327@,@I2270@
Catherine Swynford,Roet,1350,1403,F,@I1328@,@I2063@
John Beaufort,,-1,1410,M,@I1329@,@I1328@,@I1236@
Henry Beaufort,,-1,1447,M,@I1330@,@I1328@,@I1236@
Joan Beaufort,,-1,-1,F,@I1331@,@I1328@,@I1236@
Humphrey,De_Bohun,-1,-1,M,@I1332@
Henry,Beaufort,1401,1418,M,@I1333@,@I1595@,@I1329@
John,Beaufort,1403,1444,M,@I1334@,@I1595@,@I1329@
Edmund,Beaufort,-1,1455,M,@I1335@,@I1595@,@I1329@
Margaret,Beauchamp,-1,-1,F,@I1336@
Isabella of_Castile,,-1,1393,F,@I1337@,@I2062@
Edward,,-1,1415,M,@I1338@,@I1337@,@I1237@
Anne,Beauchamp,-1,-1,F,@I1339@
Isabel,Nevill,-1,-1,F,@I1340@,@I1339@,@I987@
Louis_XIV,,1638,1715,M,@I1341@,@I920@,@I529@
Richard,Nevill,-1,1460,M,@I1342@,@I1331@,@I990@
Eleanor,De_Bohun,-1,1399,F,@I1343@,@I2069@
Roger,Mortimer,-1,1398,M,@I1344@,@I1348@,@I1349@
Eleanor,Holland,-1,1405,F,@I1345@,@I2277@
Edmund,Mortimer,-1,1425,M,@I1346@,@I1345@,@I1344@
Violante of_Milan,Visconti,-1,1404,F,@I1347@,@I2060@
Philippa of_Ulster,,-1,1382,F,@I1348@,@I1418@,@I1235@
Edmund,Mortimer,-1,1381,M,@I1349@,@I1904@
Henry,Stafford,-1,1481,M,@I1350@
Thomas,Stanley,-1,1504,M,@I1351@
Owen,Tudor,-1,1461,M,@I1352@,@I2174@
Jasper,Tudor,-1,-1,M,@I1353@,@I1220@,@I1352@
Natalia,Sheremetevskaya,1880,1952,F,@I1354@
Maria Pavlovna,Romanov,1890,1958,F,@I1355@,@I163@,@I152@
Olga,Karnovich,1866,1929,F,@I1356@,@I2927@
Vladimir,Romanov,1896,1918,M,@I1357@,@I1356@,@I152@
Natalie,Romanov,1905,-1,F,@I1358@,@I1356@,@I152@
Irina,Romanov,1908,-1,F,@I1359@,@I1356@,@I152@
George,Romanov,1910,1931,M,@I1360@,@I1354@,@I155@
Peter of_Oldenburg,,1868,1924,M,@I1361@
Helen Vladimirovna of_Russia,Romanov,1882,1957,F,@I1362@,@I157@,@I149@
Charles of_Brunswick- Wolfenbuttel,,-1,-1,M,@I1363@
John Lackland,,1167,1216,M,@I1364@,@I1372@,@I1371@
Isabella De_Clare of_Gloucester,,-1,1217,F,@I1365@,@I1877@
Isabella of_Angouleme,,1188,1246,F,@I1366@,@I532@,@I533@
Richard,,1209,1272,M,@I1367@,@I1366@,@I1364@
Joan,,1210,1238,F,@I1368@,@I1366@,@I1364@
Isabella,,1214,1241,F,@I1369@,@I1366@,@I1364@
Eleanor,,1215,1275,F,@I1370@,@I1366@,@I1364@
Henry_II Curtmantle,,1133,1189,M,@I1371@,@I1395@,@I1405@
Eleanor of_Aquitaine,,1122,1204,F,@I1372@,@I1868@
William,,1152,1156,M,@I1373@,@I1372@,@I1371@
Henry the_Young_King,,1155,1183,M,@I1374@,@I1372@,@I1371@
Matilda (Maud),,1156,1189,F,@I1375@,@I1372@,@I1371@
Richard_I Coeur_de_Lion,,1157,1199,M,@I1376@,@I1372@,@I1371@
Geoffrey,,1158,1186,M,@I1377@,@I1372@,@I1371@
Eleanor,,1162,1214,F,@I1378@,@I1372@,@I1371@
Joan,Plantagenet,1165,1199,F,@I1379@,@I1372@,@I1371@
William_I the_Conqueror,,-1,1087,M,@I1380@,@I1526@,@I1525@
Matilda of_Flanders,,1031,1083,F,@I1381@,@I1850@
Robert Curthose,,1054,1134,M,@I1382@,@I1381@,@I1380@
Richard,,1055,1081,M,@I1383@,@I1381@,@I1380@
William_II Rufus,,-1,1100,M,@I1384@,@I1381@,@I1380@
Cecilia of_Holy_Trinity,,-1,1126,F,@I1385@,@I1381@,@I1380@
Agatha,,-1,-1,F,@I1386@,@I1381@,@I1380@
Adeliza a_nun,,-1,-1,F,@I1387@,@I1381@,@I1380@
Adela,,1062,-1,F,@I1388@,@I1381@,@I1380@
Matilda,,-1,-1,F,@I1389@,@I1381@,@I1380@
Constance,,1066,1090,F,@I1390@,@I1381@,@I1380@
Henry_I Beauclerc,,1068,1135,M,@I1391@,@I1381@,@I1380@
Matilda (Edith) of_Scotland,,-1,1118,F,@I1392@,@I1512@,@I1511@
Robert of_Gloucester,,-1,1147,M,@I1393@,@I1392@,@I1391@
William,,1103,1120,M,@I1394@,@I1392@,@I1391@
Matilda,,-1,1167,F,@I1395@,@I1392@,@I1391@
Adeliza of_Louvain,,1105,1151,F,@I1396@,@I1859@
Stephen,,1096,1154,M,@I1397@,@I1388@,@I1517@
Matilda of_Boulogne,,-1,1152,F,@I1398@,@I1516@,@I1522@
Baldwin,,1126,1135,M,@I1399@,@I1398@,@I1397@
Eustace of_Boulongne,,-1,1153,M,@I1400@,@I1398@,@I1397@
Matilda,,1133,1135,F,@I1401@,@I1398@,@I1397@
William of_Boulogne,,1134,1159,M,@I1402@,@I1398@,@I1397@
Mary of_Boulogne,,1136,1182,F,@I1403@,@I1398@,@I1397@
Henry_V,,1086,1125,M,@I1404@
Geoffrey_V,Plantagenet,-1,1151,M,@I1405@
Audrey,Emery,1904,-1,F,@I1406@,@I2928@
Paul,Romanov,-1,-1,M,@I1407@,@I1406@,@I164@
William,,1884,1965,M,@I1408@,@I457@,@I456@
Lennart Gustaf Nicholas,,1909,-1,M,@I1409@,@I1355@,@I1408@
Joan,,1328,1385,F,@I1410@,@I1505@,@I1279@
Edward,,1365,1372,M,@I1411@,@I1410@,@I1231@
Richard_II,,1367,1400,M,@I1412@,@I1410@,@I1231@
Anne of_Bohemia,,1366,1394,F,@I1413@,@I2291@
Isabella of_France,,1387,1409,F,@I1414@,@I2074@,@I2075@
Enguerrand_VII de_Courcy,,-1,1396,M,@I1415@
Constanza (Constance),,-1,1394,F,@I1416@,@I2062@
John 2d,Hastings,-1,1375,M,@I1417@
Elizabeth de_Burgh,,-1,1363,F,@I1418@,@I2059@
Charles Frederick of_Holstein-,,1700,1739,M,@I1419@
Marie-Therese of_Spain,,1638,1683,F,@I1420@,@I896@,@I2131@
Francoise d'Aubigne,,1635,1719,F,@I1421@
Louis_XV,,1710,1774,M,@I1422@,@I2920@,@I2426@
Maria of_Poland,Leczinska,1703,1768,F,@I1423@,@I2504@
Louis_XVI,,1754,1793,M,@I1424@,@I587@,@I894@
Marie Antoinette of_Austria,,1755,1793,F,@I1425@
Henry,Brandon,1516,1534,M,@I1426@,@I830@,@I839@
Frances,Brandon,1517,1559,F,@I1427@,@I830@,@I839@
Eleanor,Brandon,-1,1547,F,@I1428@,@I830@,@I839@
Madeleine of_France,,-1,1537,F,@I1429@,@I2440@,@I1816@
Henry,Grey,-1,1554,M,@I1430@
Margaret,Douglas,1515,1578,F,@I1431@,@I776@,@I836@
Matthew,Stuart,1516,1571,M,@I1432@,@I1479@,@I1478@
Charles,Stuart,-1,1576,M,@I1433@,@I1431@,@I1432@
Elizabeth,Cavendish,-1,1581,F,@I1434@,@I2101@
Arabella,Stuart,-1,1615,F,@I1435@,@I1434@,@I1433@
William,Seymour,-1,1660,M,@I1436@,@I2112@,@I2109@
Thomas,Beaufort,-1,-1,M,@I1437@,@I1328@,@I1236@
Franz Josef of_Austria,,1830,1916,M,@I1438@,@I2437@
Rudolf,,1858,1889,M,@I1439@,@I1196@,@I1438@
Daughter_1,,-1,-1,F,@I1440@,@I1196@,@I1438@
Daughter_2,,-1,-1,F,@I1441@,@I1196@,@I1438@
,,-1,-1,M,@I1442@
Joan,Holland,-1,1434,F,@I1443@
Maud,Clifford,-1,-1,F,@I1444@,@I2299@
Anne,Stafford,-1,-1,F,@I1445@,@I2279@
Catherine,Woodville,-1,-1,F,@I1446@
Robert_I,Bruce,1274,1329,M,@I1447@,@I1831@,@I1830@
Isobel of_Mar,,-1,-1,F,@I1448@,@I1818@
Margery,Bruce,-1,1316,F,@I1449@,@I1448@,@I1447@
Elizabeth de_Burgh,,-1,1327,F,@I1450@,@I1829@,@I1253@
David_II,Bruce,1329,1371,M,@I1451@,@I1450@,@I1447@
Thored,,-1,-1,M,@I1452@,@I1752@
Margaret,Drummond,-1,1375,F,@I1453@,@I1841@
Walter,Stewart,1292,1326,M,@I1454@
Robert_II,,1316,1390,M,@I1455@,@I1449@,@I1454@
Elizabeth of_Rowallan,Mure,-1,-1,F,@I1456@,@I1819@
Robert_III,,-1,-1,M,@I1457@,@I1456@,@I1455@
Walter,,-1,-1,M,@I1458@,@I1456@,@I1455@
Robert,,-1,-1,M,@I1459@,@I1456@,@I1455@
Alexander,,-1,-1,M,@I1460@,@I1456@,@I1455@
Annabella,,-1,1401,F,@I1461@,@I1825@
David of_Rothesay,,-1,-1,M,@I1462@,@I1461@,@I1457@
James_I,,1394,1437,M,@I1463@,@I1461@,@I1457@
Euphemia of_Ross,,-1,-1,F,@I1464@,@I1820@
Joan,Beaufort,-1,1445,F,@I1465@,@I1595@,@I1329@
James_II,,1430,1460,M,@I1466@,@I1465@,@I1463@
Marie of_Gueldres,,-1,1463,F,@I1467@,@I1826@
John,,1455,1513,M,@I1468@,@I1828@,@I1827@
Margaret of_Denmark,,1457,1486,F,@I1469@,@I1828@,@I1827@
Alexander,,1454,1485,M,@I1470@,@I1467@,@I1466@
John,,-1,-1,M,@I1471@,@I1467@,@I1466@
Mary,,-1,-1,F,@I1472@,@I1467@,@I1466@
Thomas,Boyd,-1,-1,M,@I1473@
James,Hamilton,1479,-1,M,@I1474@
Elizabeth,,-1,-1,F,@I1475@,@I1472@,@I1474@
James,Hamilton,1477,1529,M,@I1476@,@I1472@,@I1474@
Matthew,Stewart,-1,-1,M,@I1477@
John,Stewart,-1,-1,M,@I1478@,@I1475@,@I1477@
Unknown,,-1,-1,F,@I1479@
John,Stuart,-1,-1,M,@I1480@,@I1479@,@I1478@
Unknown,,-1,-1,F,@I1481@
Esme,Stuart,-1,1583,M,@I1482@,@I1481@,@I1480@
Catherine,Sinclair,-1,-1,F,@I1483@
John,,1484,1536,M,@I1484@,@I2865@,@I1470@
Unknown,,-1,-1,F,@I1485@
Murdoch,,-1,-1,M,@I1486@,@I1485@,@I1459@
James,Stewart,-1,-1,M,@I1487@
John,Stewart,-1,-1,M,@I1488@,@I1465@,@I1487@
James,Stewart,-1,-1,M,@I1489@,@I1465@,@I1487@
Andrew,Stewart,-1,-1,M,@I1490@,@I1465@,@I1487@
Janet,Beaton,-1,1522,F,@I1491@
James,Hamilton,1515,1575,M,@I1492@,@I1491@,@I1476@
Margaret,Douglas,-1,-1,F,@I1493@
James,Hamilton,-1,1609,M,@I1494@,@I1493@,@I1492@
Blanche of_Artois,,-1,1302,F,@I1495@,@I1895@,@I1894@
Thomas,,-1,-1,M,@I1496@,@I1495@,@I1285@
Henry,,-1,-1,M,@I1497@,@I1495@,@I1285@
Maud,Chaworth,-1,-1,F,@I1498@
Henry,,-1,1361,M,@I1499@,@I1498@,@I1497@
Isabel,de_Beaumont,-1,-1,F,@I1500@
Philippa of_Lancaster,,1360,1415,F,@I1501@,@I1243@,@I1236@
Elizabeth,,1364,1426,F,@I1502@,@I1243@,@I1236@
John_I,,1357,1433,M,@I1503@
Alice (Itayls),Hayles,-1,1326,F,@I1504@,@I1898@
Margaret of_Liddell,Wake,-1,1349,F,@I1505@,@I1901@
Constance of_Brittany,,-1,1201,F,@I1506@,@I1874@
Arthur,,1187,1203,M,@I1507@,@I1506@,@I1377@
Berengaria of_Navarre,,1163,1230,F,@I1508@,@I1872@
Henry the_Lion,,-1,1195,M,@I1509@
Margaret of_France,,-1,1198,F,@I1510@,@I1372@,@I1869@
Malcolm_III Canmore,,-1,1093,M,@I1511@,@I2240@,@I2239@
St_Margaret,,-1,1093,F,@I1512@,@I1546@,@I1545@
Edgar,,1074,1107,M,@I1513@,@I1512@,@I1511@
Alexander_I the_Fierce,,1078,1124,M,@I1514@,@I1512@,@I1511@
David_I the_Saint,,1080,1153,M,@I1515@,@I1512@,@I1511@
Mary of_Scotland,,-1,-1,F,@I1516@,@I1512@,@I1511@
Stephen Henry,,-1,1102,M,@I1517@
Theobald,,-1,1151,M,@I1518@,@I1388@,@I1517@
Henry of_Winchester,,-1,-1,M,@I1519@,@I1388@,@I1517@
Alfonso_VIII,,1155,1214,M,@I1520@,@I1748@
Matthew of_Alsace,,-1,-1,M,@I1521@,@I1871@
Eustace_III of_Boulogne,,-1,-1,M,@I1522@
Isabel de_Warrenne,,-1,-1,F,@I1523@,@I1870@
Constance of_Toulouse,,-1,-1,F,@I1524@
Robert the_Devil,,-1,1035,M,@I1525@,@I1528@,@I1527@
Herleva,,-1,-1,F,@I1526@
Richard_II of_Normandy,,-1,1026,M,@I1527@,@I1531@,@I1530@
Judith of_Brittany,,-1,-1,F,@I1528@
Richard_III of_Normandy,,-1,1028,M,@I1529@,@I1528@,@I1527@
Richard_I the_Fearless of_Normandy,,-1,996,M,@I1530@
Gunnor of_Denmark,,-1,-1,F,@I1531@
Emma of_Normandy,,-1,1052,F,@I1532@,@I1531@,@I1530@
Ethelred_II the_Unready,,968,1016,M,@I1533@,@I1780@,@I1779@
Edward the_Confessor,,1002,1066,M,@I1534@,@I1532@,@I1533@
Edith (Eadgyth),,-1,1075,F,@I1535@,@I1537@,@I1536@
Godwin,,-1,-1,M,@I1536@
Gytha,,-1,-1,F,@I1537@
Harold_II,,1022,1066,M,@I1538@,@I1537@,@I1536@
Edith Swan-neck (Ealdgyth),,-1,-1,F,@I1539@,@I1774@
Gytha,,-1,-1,F,@I1540@,@I1539@,@I1538@
Vladimir of_Kiev,Monomakh,-1,1125,M,@I1541@
Elfreda (Elfgiva),,-1,-1,F,@I1542@,@I1452@
Edmund_II Ironside,,-1,1016,M,@I1543@,@I1542@,@I1533@
Ealdgyth,,-1,-1,F,@I1544@
Edward,Athling,1016,1057,M,@I1545@,@I1544@,@I1543@
Agatha,,-1,-1,F,@I1546@,@I1763@
Edgar,Athling,-1,-1,M,@I1547@,@I1546@,@I1545@
Canute_II the_Great,,995,1035,M,@I1548@,@I1777@,@I1776@
Elfgiva of_Northampton,,-1,-1,F,@I1549@,@I1775@
Harold_I Harefoot,,1015,1040,M,@I1550@,@I1549@,@I1548@
Sweyn,,-1,1036,M,@I1551@,@I1549@,@I1548@
Hardicanute,,1018,1042,M,@I1552@,@I1532@,@I1548@
Herluin of_Conteville,,-1,-1,M,@I1553@
Odo of_Bayeux,,-1,1097,M,@I1554@,@I1526@,@I1553@
Robert,,-1,-1,M,@I1555@,@I1526@,@I1553@
Alan_IV of_Brittany,Fergant,-1,-1,M,@I1556@
William_II the_Good,,1166,1189,M,@I1557@,@I2467@
Raymond_VI of_Toulouse,,-1,-1,M,@I1558@
Nicholas,Koulikovsky,1881,1958,M,@I1559@
Tikhon,Koulikovsky,1917,-1,M,@I1560@,@I156@,@I1559@
Goury,Koulikovsky,1919,-1,M,@I1561@,@I156@,@I1559@
Andrew,,1897,-1,M,@I1562@,@I154@,@I2675@
Theodore,,1898,-1,M,@I1563@,@I154@,@I2675@
Nikita,,1900,-1,M,@I1564@,@I154@,@I2675@
Dimitri,,1901,-1,M,@I1565@,@I154@,@I2675@
Rostislav,,1902,-1,M,@I1566@,@I154@,@I2675@
Vassily,,1907,-1,M,@I1567@,@I154@,@I2675@
Alexander Alexandrovich,Romanov,1869,1870,M,@I1568@,@I41@,@I40@
Catherine,Yourievska,1847,1922,F,@I1569@
George,Romanov,1872,1913,M,@I1570@,@I1569@,@I44@
Olga,Romanov,1874,1925,F,@I1571@,@I1569@,@I44@
Catherine,Romanov,1878,1959,F,@I1572@,@I1569@,@I44@
Alexandra,Zarnekau,1883,-1,F,@I1573@
Alexander Alexandrovich,Romanov,1900,-1,M,@I1574@,@I1573@,@I1570@
,von_Merenberg,1871,1948,M,@I1575@
George,,1897,-1,M,@I1576@,@I1571@,@I1575@
Olga,,1898,-1,F,@I1577@,@I1571@,@I1575@
Alexander V.,Bariatinsky,1870,1910,M,@I1578@
Andrei,Bariatinsky,1902,1931,M,@I1579@,@I1572@,@I1578@
Alexander,Bariatinsky,1905,-1,M,@I1580@,@I1572@,@I1578@
Serge,Obelensky,1890,-1,M,@I1581@
Sanchia of_Provence,,1225,1261,F,@I1582@,@I1884@
Beatrix of_Falkenburg,,1253,1277,F,@I1583@,@I1885@
Frederick_II of_Germany,,-1,-1,M,@I1584@
Alexander_III,,1241,1286,M,@I1585@,@I2233@,@I1886@
John of_Dreux,,-1,-1,M,@I1586@
Aveline de_Forz,,-1,1274,F,@I1587@,@I1893@
Gilbert De_Clare,,-1,1295,M,@I1588@
Ralph de_Monthermer,,-1,1305,M,@I1589@
John_II,,-1,-1,M,@I1590@
John_I,,-1,-1,M,@I1591@
Humphrey De_Bohun,,-1,-1,M,@I1592@
Mary de_Ros,,-1,-1,F,@I1593@,@I1899@
John_V,de_Montfort,-1,1399,M,@I1594@
Margaret,Holland,-1,1439,F,@I1595@,@I1410@,@I2058@
Anne of_Burgundy,,-1,1432,F,@I1596@,@I2269@
Jacqueline of_Holland,,-1,-1,F,@I1597@
Eleanor de_Cobham,,-1,1452,F,@I1598@,@I2268@
Ludwig_III,,-1,-1,M,@I1599@
Eric_X of_Pomerania,,-1,-1,M,@I1600@
Joan of_Navarre,,1370,1437,F,@I1601@,@I2267@
William,Bourchier,-1,1420,M,@I1602@
Anne of_Gloucester,,-1,-1,F,@I1603@,@I1343@,@I1242@
Frederick_II of_Hesse-Cassel,,1720,1785,M,@I1604@
Elizabeth Christine,,1715,1797,F,@I1605@,@I1606@
Ferdinand Albert_II of_Brunswick,,1680,1735,M,@I1606@
Margaret Alice,Bridgeman,-1,-1,F,@I1607@
William,d'Aubigny,-1,1176,M,@I1608@
Henri,de_Laborde,1934,-1,M,@I1609@
Frederick,,1968,-1,M,@I1610@,@I610@,@I1609@
Joachim,,1969,-1,M,@I1611@,@I610@,@I1609@
Silvia Renate,Sommerlath,1943,-1,F,@I1612@,@I2445@,@I2444@
Oscar_I,,1799,1844,M,@I1613@,@I1616@,@I1615@
Josephine,de_Beauharnais,1807,1876,F,@I1614@,@I2436@,@I2435@
Charles_XIV John,,1763,1844,M,@I1615@
Desiree,,1777,1860,F,@I1616@
Frederick_VI,,1768,1839,M,@I1617@,@I340@,@I764@
Marie,,1767,1852,F,@I1618@,@I1640@,@I1641@
Juliana Maria,,1729,1796,F,@I1619@
Christian_VI,,1699,1746,M,@I1620@,@I1623@,@I1622@
Sophie Magdalene,,1700,1770,F,@I1621@
Frederick_IV,,1671,1730,M,@I1622@,@I1626@,@I1625@
Louise,,1667,1721,F,@I1623@
Anna Sophie,,1693,1743,F,@I1624@
Christian_V,,1646,1699,M,@I1625@,@I1631@,@I1630@
Charlotte Amelia,,1650,1714,F,@I1626@
Christian_IV,,1577,1648,M,@I1627@,@I738@,@I737@
Anne Catherine,,1575,1612,F,@I1628@,@I2549@,@I2274@
Christine of_Schleswig- Holstein,,1598,1658,F,@I1629@
Frederick_III,,1609,1670,M,@I1630@,@I1628@,@I1627@
Sophia Amelia,,1628,1685,F,@I1631@
Christian_III,,1503,1559,M,@I1632@,@I1635@,@I1634@
Dorothea,,1511,1571,F,@I1633@
Frederick_I,,1471,1533,M,@I1634@,@I1828@,@I1827@
Anna,,1487,1547,F,@I1635@
Sophie,,1498,1568,F,@I1636@
Christian,,1745,1747,M,@I1637@,@I331@,@I344@
Sophia Magdalena,,1746,1813,F,@I1638@,@I331@,@I344@
Caroline,,1747,1820,F,@I1639@,@I331@,@I344@
Louise,,1750,1831,F,@I1640@,@I331@,@I344@
Charles of_Hesse-Cassel,,1744,1836,M,@I1641@
Christian,,1791,1791,M,@I1642@,@I1618@,@I1617@
Frederick,,1753,1805,M,@I1643@,@I1619@,@I344@
Sophia Frederica of_Mecklenburg-,,1758,1794,F,@I1644@
Christian_VIII,,1786,1848,M,@I1645@,@I1644@,@I1643@
Ferdinand,,1792,1863,M,@I1646@,@I1644@,@I1643@
Charlotte,,1784,1840,F,@I1647@
Caroline,,1796,1881,F,@I1648@,@I1653@,@I1654@
Frederick_VII,,1808,1863,M,@I1649@,@I1647@,@I1645@
Wilhelmine,,1808,1891,F,@I1650@,@I1618@,@I1617@
Caroline,,1821,1876,F,@I1651@
Louise,Rasmussen,1815,1874,F,@I1652@
Louise Augusta,,1771,1843,F,@I1653@,@I340@,@I764@
Frederick Christian of_Schleswig-,,1765,1814,M,@I1654@
Marie Louise,,1792,1793,F,@I1655@,@I1618@,@I1617@
Caroline,,1793,1881,F,@I1656@,@I1618@,@I1617@
Louise,,1795,1795,F,@I1657@,@I1618@,@I1617@
Christian,,1797,1797,M,@I1658@,@I1618@,@I1617@
Louise Juliane,,1802,1802,F,@I1659@,@I1618@,@I1617@
Frederica Maria,,1805,1805,F,@I1660@,@I1618@,@I1617@
Charles,,1813,1878,M,@I1661@
Maximilian of_Austria,,1832,1867,M,@I1662@
Valdemar,,1858,1939,M,@I1663@,@I226@,@I225@
Harold,,1876,1949,M,@I1664@,@I605@,@I604@
Thyra,,1880,1945,F,@I1665@,@I605@,@I604@
Gustav,,1887,1944,M,@I1666@,@I605@,@I604@
Dagmar,,1890,1961,F,@I1667@,@I605@,@I604@
Jorgen,Castenskiold,1893,-1,M,@I1668@
Helene of_Schleswig- Holstein,,1888,1962,F,@I1669@
Caroline Mathilde,,1912,-1,F,@I1670@,@I1669@,@I1664@
Knud,,1900,1976,M,@I1671@,@I607@,@I606@
Benedikte,,1944,-1,F,@I1672@,@I1059@,@I608@
Richard of_Sayn- Wittgenstein-,,1934,-1,M,@I1673@
Elizabeth,,1935,-1,F,@I1674@,@I1670@,@I1671@
Ingolf,,1940,-1,M,@I1675@,@I1670@,@I1671@
Christian,,1942,-1,M,@I1676@,@I1670@,@I1671@
Anne Dorothy Maltoft-Nielsen,,1947,-1,F,@I1677@
William,,1840,1879,M,@I1678@,@I1077@,@I655@
Maurice,,1843,1850,M,@I1679@,@I1077@,@I655@
Alexander,,1851,1884,M,@I1680@,@I1077@,@I655@
Charlotte,,1800,1806,F,@I1681@,@I559@,@I565@
Marianne of_Netherlands,,1810,1883,F,@I1682@,@I559@,@I565@
William,,1836,1846,M,@I1683@,@I1029@,@I653@
Marie,,1841,1910,F,@I1684@,@I1029@,@I653@
William of_Wied,,1845,1907,M,@I1685@
Carlos Hugo,,1930,-1,M,@I1686@
Peter,van_Vollenhoven,1939,-1,M,@I1687@
Jorge,Guillermo,1946,-1,M,@I1688@
Alexander,,1818,1848,M,@I1689@,@I654@,@I652@
Henry,,1820,1879,M,@I1690@,@I654@,@I652@
Ernest,,1822,1822,M,@I1691@,@I654@,@I652@
Sophie,,1824,1897,F,@I1692@,@I654@,@I652@
Charles Alexander of_Saxe-Weimar,,1818,1901,M,@I1693@
John Frederick of_Brandenburg-,,-1,-1,M,@I1694@
Amalia,,1818,1875,F,@I1695@
Leopold_I George of_Saxe-Coburg,,1790,1865,M,@I1696@,@I2614@,@I2448@
Leopold,,1833,1834,M,@I1697@,@I245@,@I1696@
Leopold_II,,1835,1909,M,@I1698@,@I245@,@I1696@
Marie Charlotte,,1840,1927,F,@I1699@,@I245@,@I1696@
Louis Joseph,,1781,1789,M,@I1700@,@I1425@,@I1424@
Louis_XVII,,1785,1795,M,@I1701@,@I1425@,@I1424@
Sophie Beatrix,,1786,1787,F,@I1702@,@I1425@,@I1424@
Marie Therese of_Angouleme,,1778,1851,F,@I1703@,@I1425@,@I1424@
Pepin the_Hunchback,,-1,811,M,@I1704@,@I514@,@I417@
Marie Amelie of_Bourbon,,1782,1866,F,@I1705@
Alexander of_Mar,Ramsay,1919,-1,M,@I1706@,@I123@,@I126@
Flora Fraser,,1930,-1,F,@I1707@
Dorothy,Hastings,1899,-1,F,@I1708@
,,1900,-1,M,@I1709@
J. E.,Gibbs,1879,1932,M,@I1710@
Henry Abel,Smith,1900,-1,M,@I1711@
John,Spencer,1960,1960,M,@I1712@,@I93@,@I239@
Katharine,Seymour,1900,-1,F,@I1713@,@I385@,@I384@
James,,1904,1979,M,@I1714@,@I385@,@I384@
Kathleen,Crichton,1905,-1,F,@I1715@
Charles Lennox of_Richmond,,1764,1819,M,@I1716@,@I1718@,@I1717@
George Henry Lennox,,-1,1805,M,@I1717@,@I1719@
Louisa,Kerr,-1,1830,F,@I1718@,@I1724@
Charles Lennox of_Richmond,,1701,1750,M,@I1719@,@I1720@
Charles Lennox of_Richmond,,1672,1723,M,@I1720@
Anne of_Albemarle,,-1,1789,F,@I1721@,@I1720@
John,Russell,1766,1839,M,@I1722@,@I1723@
Elizabeth of_Tavistock,,-1,1768,F,@I1723@,@I1721@
Caroline of_Lothian,,-1,1778,F,@I1724@,@I1725@
Frederica of_Holdernesse,,1688,1751,F,@I1725@,@I1727@,@I1726@
of_Schomberg,,-1,-1,M,@I1726@
Charlot,,1659,1696,F,@I1727@
Richard,Bingham,1764,1839,M,@I1728@,@I1729@
Charles,Bingham,1735,1799,M,@I1729@
